name,Canonical SMILES,InChIKey,Toxicity Value,SPECTRUMID
Indomethacin M+H,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,180.0035214,CCMSLIB00000004233
Indapamide M+H,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,LWCDXWWLUHMMJI-UHFFFAOYSA-N,270.4817924,CCMSLIB00000005620
Ketoprofen M+H,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-UHFFFAOYSA-N,449.9911512,CCMSLIB00000005667
Domperidone M+H,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,FGXWKSZFVQUSTL-UHFFFAOYSA-N,42.8979855,CCMSLIB00000006574
Sulfapyridine (Dagenan) [M+H],Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,GECHUMIMRBOMGK-UHFFFAOYSA-N,692.9861,CCMSLIB00000078208
Niflumic acid [M+H],O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,JZFPYUNJRRFVQU-UHFFFAOYSA-N,173.9993835,CCMSLIB00000078537
Amidopyrine [M+H],Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,129.9949416,CCMSLIB00000078610
azelastine hydrochloride [M+H],CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,MBUVEWMHONZEQD-UHFFFAOYSA-N,22.99957841,CCMSLIB00000078987
Procaine (Novocaine) aka 2-(diethylamino)ethyl 4-aminobenzoate M+H,CCN(CC)CCOC(=O)c1ccc(N)cc1,MFDFERRIHVXMIY-UHFFFAOYSA-N,50.99892094,CCMSLIB00000077021
MLS002702983-01! M+H,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,LPMXVESGRSUGHW-UHFFFAOYSA-N,0.228015989,CCMSLIB00000079543
"NCGC00169458-03!5-[(3S,8R,10R,13R,14S,17R)-14-hydroxy-10,13-dimethyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one M+H",CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,MYEJFUXQJGHEQK-UHFFFAOYSA-N,0.279969396,CCMSLIB00000848836
NCGC00385977-01_C16H24O5_4-Hydroxy-5-methoxy-4-[2-methyl-3-(3-methyl-2-buten-1-yl)-2-oxiranyl]-1-oxaspiro[2.5]octan-6-one M-H2O+H,COC1C(=O)CCC2(CO2)C1(O)C1(C)OC1CC=C(C)C,NESRXFGQJARQNM-UHFFFAOYSA-N,6.999929147,CCMSLIB00000852075
"NCGC00168796-02_C22H36O7_Grayanotoxane-3,5,6,10,14,16-hexol, 14-acetate, (3beta,6beta,14R,16alpha)- M-H2O+H",CC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,NXCYBYJXCJWMRY-UHFFFAOYSA-N,1.29992752,CCMSLIB00000852643
MLS001332643-01!Benoxinate hydrochloride5987-82-6 M+H,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,CMHHMUWAYWTMGS-UHFFFAOYSA-N,4.199700407,CCMSLIB00000085270
MLS000766260-01!Oxotremorine M+H,O=C1CCCN1CC#CCN1CCCC1,RSDOPYMFZBJHRL-UHFFFAOYSA-N,0.161992932,CCMSLIB00000086040
MLS000028619-01!BUTACAINE149-16-6 M+H,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,HQFWVSGBVLEQGA-UHFFFAOYSA-N,10.99820524,CCMSLIB00000086158
MMV004168 M+H,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,WEUCDJCFJHYFRL-UHFFFAOYSA-N,19.00241378,CCMSLIB00004722096
Spectral Match to Tetracaine from NIST14 M+H,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,GKCBAIGFKIBETG-UHFFFAOYSA-N,3.999863826,CCMSLIB00003135439
Spectral Match to Tylosin from NIST14 M+H,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,WBPYTXDJUQJLPQ-UHFFFAOYSA-N,3.999947601,CCMSLIB00003136011
Spectral Match to Quinacrine from NIST14 M+2H,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,GPKJTRJOBQGKQK-UHFFFAOYSA-N,14.0011901,CCMSLIB00003136029
Spectral Match to Gossypin from NIST14 M+H,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(OC3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,SJRXVLUZMMDCNG-UHFFFAOYSA-N,26.30120448,CCMSLIB00003137147
tubocurarine CollisionEnergy:102040 M+H],COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,0.065995346,CCMSLIB00010112220
HMS1361D15 CollisionEnergy:102040 M+formate,CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3O,BWMFRQKICHXLSH-UHFFFAOYSA-N,0.400015115,CCMSLIB00010113272
AC1MJ3VH CollisionEnergy:102040 M+H,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,STQGQHZAVUOBTE-UHFFFAOYSA-N,5.999704281,CCMSLIB00010113575
MEPIVACAINE [M+H]+,Cc1cccc(C)c1NC(=O)C1CCCCN1C,INWLQCZOYSRPNW-UHFFFAOYSA-N,19.99967524,CCMSLIB00012465354
ANTAZOLINE [M+H]+,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,REYFJDPCWQRWAA-UHFFFAOYSA-N,17.0993556,CCMSLIB00012465453
CEPHALOTHIN [M+Na]+,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,XIURVHNZVLADCM-UHFFFAOYSA-N,149.9825955,CCMSLIB00012465910
NOMIFENSINE [M+H]+,CN1Cc2c(N)cccc2C(c2ccccc2)C1,XXPANQJNYNUNES-UHFFFAOYSA-N,263.9955693,CCMSLIB00012467280
METHYLATROPINE [M]+,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,PIPAJLPNWZMYQA-UHFFFAOYSA-N,117.9961236,CCMSLIB00012467331
PIPERIDOLATE [M+H]+,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,KTHVBAZBLKXIHZ-UHFFFAOYSA-N,15.99821911,CCMSLIB00012467422
THONZYLAMINE [M+H]+,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,GULNIHOSWFYMRN-UHFFFAOYSA-N,38.19879952,CCMSLIB00012467849
METHAPYRILENE [M+H]+,CN(C)CCN(Cc1cccs1)c1ccccn1,HNJJXZKZRAWDPF-UHFFFAOYSA-N,14.59977658,CCMSLIB00012468052
CLEMIZOLE [M+H]+,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,CJXAEXPPLWQRFR-UHFFFAOYSA-N,25.99656888,CCMSLIB00012468157
PIPENZOLATE [M]+,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,WPUKUEMZZRVAKZ-UHFFFAOYSA-N,22.00186196,CCMSLIB00012468712
CONVALLATOXIN [M+Na]+,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,HULMNSIAKWANQO-UHFFFAOYSA-N,0.184984881,CCMSLIB00012471055
Benzoylaconine [M+H]+,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,DHJXZSFKLJCHLH-UHFFFAOYSA-N,23.99964219,CCMSLIB00012280966
Aconine [M+H]+,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,SQMGCPHFHQGPIF-UHFFFAOYSA-N,274.9994497,CCMSLIB00012298003
oxatomide [M+H]+,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,BAINIUMDFURPJM-UHFFFAOYSA-N,23.0019411,CCMSLIB00012343725
Escin [M+H]+,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,AXNVHPCVMSNXNP-UHFFFAOYSA-N,10.46164414,CCMSLIB00012352091
thiamine disulfide [M+H]+,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,GFEGEDUIIYDMOX-UHFFFAOYSA-N,824.967746,CCMSLIB00013052194
CHLORAMPHENICOL SUCCINATE [M-H]-,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,LIRCDOVJWUGTMW-UHFFFAOYSA-N,999.9881856,CCMSLIB00012332232
Sodium aescinate [M-H]-,CC(=O)OC(C)C(C)C(=O)OCC12C3CC4(C)C(=CCC5C6(C)CCC(OC7OC(C(=O)O)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OCC(O)C(O)C7O)C(C)(CO)C6CCC54C)C1CC(C)(C)C(O3)C2O,MDECBZJUSDTBAX-UHFFFAOYSA-N,9.12964351,CCMSLIB00012863529
Paraoxon-methyl_CE15 M+H,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,BAFQDKPJKOLXFZ-UHFFFAOYSA-N,2.199973296,CCMSLIB00013940187
Fenitrothion_CE30 M+H,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,112.0008078,CCMSLIB00013940292
HEXYLCAINE [CCS=171.955] [M+H]+,CC(CNC1CCCCC1)OC(=O)c1ccccc1,DKLKMKYDWHYZTD-UHFFFAOYSA-N,18.99963651,CCMSLIB00016267323
Rhomotoxin [CCS=196.9233856201172] [M+Na]+,CC1(O)CC23CC(O)C4(O)C(C5OC5C4(C)C)C(C)(O)C2CCC1C3O,VUMZHZYKXUYIHM-UHFFFAOYSA-N,0.140011398,CCMSLIB00016217216
phenethicillin [M+H]+,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,NONJJLVGHLVQQM-UHFFFAOYSA-N,323.9795511,CCMSLIB00016147498
Piperocaine [M+H]+,CC1CCCCN1CCCOC(=O)c1ccccc1,LWBAYRVWDMTLKC-UHFFFAOYSA-N,18.41631433,CCMSLIB00016148308
Eptazocine [M+H]+,CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,ZOWQTJXNFTWSCS-UHFFFAOYSA-N,85.9966542,CCMSLIB00016152962
"Massbank:PR100423 N,N-Dimethylformamide|DMF|DMFA|N,N-Dimethylmethanamide|Formyldimethylamine|Formic acid dimethylamide|N,N-Dimethylformamide(DMF) [M+H]+",CN(C)C=O,ZMXDDKWLCZADIW-UHFFFAOYSA-N,1049.928177,CCMSLIB00000223247
Massbank:AU261605 Parathion-methyl|Methyl parathion|dimethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane M+H,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,RLBIQVVOMOPOHC-UHFFFAOYSA-N,49.99981002,CCMSLIB00005773621
