name,Canonical SMILES,InChIKey,Toxicity Value,SPECTRUMID
ADIPATE M+Na,O=C(O)CCCCC(=O)O,WNLRTRBMVRJNCN-UHFFFAOYSA-N,6699.908305,CCMSLIB00005436137
SALICYLAMIDE M+H,NC(=O)c1ccccc1O,SKZKKFZAGNVIMN-UHFFFAOYSA-N,1730.025231,CCMSLIB00005436155
BENZYL ALCOHOL M+H,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,2499.999998,CCMSLIB00005436190
2-METHYLMALEATE M-H,CC(=CC(=O)O)C(=O)O,HNEGQIOMVPPMNR-UHFFFAOYSA-N,1350.010376,CCMSLIB00005436233
Atropine M+H,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-UHFFFAOYSA-N,1100.095033,CCMSLIB00005720151
Protopine M+H,CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,GPTFURBXHJWNHR-UHFFFAOYSA-N,237.0174379,CCMSLIB00005720176
Orcinol M+H,Cc1cc(O)cc(O)c1,OIPPWFOQEKKFEE-UHFFFAOYSA-N,1687.01359,CCMSLIB00005721071
Diacetoxyscirpenol M+NH3,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,AUGQEEXBDZWUJY-UHFFFAOYSA-N,2.139941593,CCMSLIB00005723555
T-2 Toxin tetraol M+H,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1O)C31CO1,ZAXZBJSXSOISTF-UHFFFAOYSA-N,3.999932966,CCMSLIB00005723565
Cinnamaldehyde M+H,O=CC=Cc1ccccc1,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,1159.982446,CCMSLIB00005724011
4-AMINOBENZOATE - 20.0 eV M+H,Nc1ccc(C(=O)O)cc1,ALYNCZNDIQEVRV-UHFFFAOYSA-N,2580.037624,CCMSLIB00005883526
(S)-LACTATE - 20.0 eV M+H,CC(O)C(=O)O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,1810.040188,CCMSLIB00005883766
BIS(3-AMINOPROPYL)AMINE - 20.0 eV M+H,NCCCNCCCN,OTBHHUPVCYLGQO-UHFFFAOYSA-N,257.9941018,CCMSLIB00005883922
PHENETHYLAMINE - 20.0 eV M+H,NCCc1ccccc1,BHHGXPLMPWCGHP-UHFFFAOYSA-N,199.9950488,CCMSLIB00005884849
chloramphenicol M+H,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-UHFFFAOYSA-N,499.9969057,CCMSLIB00006718020
Cycloheximide M+H,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,YPHMISFOHDHNIV-UHFFFAOYSA-N,64.99953795,CCMSLIB00006718022
Puromycin M+H,COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,RXWNCPJZOCPEPQ-UHFFFAOYSA-N,599.9770953,CCMSLIB00006718030
Methamidophos M+H,COP(N)(=O)SC,NNKVPIKMPCQWCG-UHFFFAOYSA-N,29.99957489,CCMSLIB00006718059
Tris(2-butoxyethyl) phosphate (TBOEP) M+H,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,WTLBZVNBAKMVDP-UHFFFAOYSA-N,3000.173162,CCMSLIB00006718060
"2,4-Dinitrophenol M-H",O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,UFBJCMHMOXMLKC-UHFFFAOYSA-N,81.00131996,CCMSLIB00006718064
Hydroquinone M+H,Oc1ccc(O)cc1,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,549.9900107,CCMSLIB00006718073
Catechol M-H,Oc1ccccc1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,209.9961858,CCMSLIB00010011999
Cinnamic alcohol M+H-H2O,OCC=Cc1ccccc1,OOCCDEMITAIZTP-UHFFFAOYSA-N,2674.840509,CCMSLIB00010012154
Bergapten M+H,COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N,8999.916736,CCMSLIB00010012776
Amantadine M+H,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N,359.9928593,CCMSLIB00011427523
Isophorone M+H,CC1=CC(=O)CC(C)(C)C1,HJOVHMDZYOCNQW-UHFFFAOYSA-N,699.9999999,CCMSLIB00012052585
Diethyl Phthalate M+H,CCOC(=O)c1ccccc1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,8600.000003,CCMSLIB00012194725
DIETHANOLAMINE M+H,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,2000.057068,CCMSLIB00013583122
PHENYLACETALDEHYDE M+H,O=CCc1ccccc1,DTUQWGWMVIHBKE-UHFFFAOYSA-N,3889.967628,CCMSLIB00013583437
Glyburide [M+Na]+,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,14999.60526,CCMSLIB00015625744
Warfarin [M+H]+,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N,180.9778659,CCMSLIB00015625754
Verapamil [M+H]+,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,139.9966126,CCMSLIB00015625781
Ketoconazole [M+H]+,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,177.9866025,CCMSLIB00015625787
Digoxin [M+H]+,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,LTMHDMANZUZIPE-UHFFFAOYSA-N,3.499780394,CCMSLIB00015625789
Promethazine [M+H]+,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,PWWVAXIEGOYWEE-UHFFFAOYSA-N,639.9369956,CCMSLIB00015625804
Naltrexone [M+H]+,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,DQCKKXVULJGBQN-UHFFFAOYSA-N,1489.96945,CCMSLIB00015625859
Indomethacin M+H,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,100.0019563,CCMSLIB00000004233
Sulfameter M+H,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,GPTONYMQFTZPKC-UHFFFAOYSA-N,2500.008921,CCMSLIB00000004311
LoperamideHCl M+H,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,41.66180943,CCMSLIB00000004395
Natamycin M+H,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,NCXMLFZGDNKEPB-UHFFFAOYSA-N,449.9776942,CCMSLIB00000004692
Indapamide M+H,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,LWCDXWWLUHMMJI-UHFFFAOYSA-N,2983.255066,CCMSLIB00000005620
Ketoprofen M+H,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-UHFFFAOYSA-N,1299.974438,CCMSLIB00000005667
Clozapine M+H,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,QZUDBNBUXVUHMW-UHFFFAOYSA-N,509.951626,CCMSLIB00000005799
Phenylbutazone M+H,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,250.0154029,CCMSLIB00000006293
Diphenylhydramine M+H,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,279.9879387,CCMSLIB00000006568
Malotilate [M+Na],CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,YPIQVCUJEKAZCP-UHFFFAOYSA-N,2101.072851,CCMSLIB00000078021
Suprofen (Profenal) [M+H],CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,MDKGKXOCJGEUJW-UHFFFAOYSA-N,279.9956977,CCMSLIB00000078278
Flubendazole (Flutelmium) [M+H],COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CPEUVMUXAHMANV-UHFFFAOYSA-N,2559.934628,CCMSLIB00000078310
Tolnaftate [M+H],Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,FUSNMLFNXJSCDI-UHFFFAOYSA-N,3999.765796,CCMSLIB00000078410
Itraconazole (Sporanox) [M+2H],CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,VHVPQPYKVGDNFY-UHFFFAOYSA-N,159.9893431,CCMSLIB00000078480
Phenacetin [M+H],CCOc1ccc(NC(C)=O)cc1,CPJSUEIXXCENMM-UHFFFAOYSA-N,1870.010435,CCMSLIB00000078517
Acemetacin (Emflex) [M+H],COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,FSQKKOOTNAMONP-UHFFFAOYSA-N,193.9864704,CCMSLIB00000078527
Amidopyrine [M+H],Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,909.9645909,CCMSLIB00000078610
NCGC00021127-04!NAPROXEN M+H,COc1ccc2cc(C(C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-UHFFFAOYSA-N,664.9913365,CCMSLIB00000078683
NCGC00015741-06!NORDIHYDROGUAIARETIC ACID M+H,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,HCZKYJDFEPMADG-UHFFFAOYSA-N,830.0823486,CCMSLIB00000078777
ACTARIT [M+H],CC(=O)Nc1ccc(CC(=O)O)cc1,MROJXXOCABQVEF-UHFFFAOYSA-N,4399.954456,CCMSLIB00000078977
azelastine hydrochloride [M+H],CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,MBUVEWMHONZEQD-UHFFFAOYSA-N,125.9976904,CCMSLIB00000078987
Tramadol [M+H],COc1cccc(C2(O)CCCCC2CN(C)C)c1,TVYLLZQTGLZFBW-UHFFFAOYSA-N,849.9644992,CCMSLIB00000079046
"""4-(dibenzo[1,2-a:1',2'-e][7]annulen-11-ylidene)-1-methylpiperidine"" [M+H]",CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,JJCFRYNCJDLXIK-UHFFFAOYSA-N,215.9954908,CCMSLIB00000079057
"""N'-benzyl-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine"" [M+H]",CN(C)CCN(Cc1ccccc1)c1ccccn1,UFLGIAIHIAPJJC-UHFFFAOYSA-N,149.9970631,CCMSLIB00000079210
MLS002702983-01! M+H,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,LPMXVESGRSUGHW-UHFFFAOYSA-N,8.280580639,CCMSLIB00000079543
"NCGC00169458-03!5-[(3S,8R,10R,13R,14S,17R)-14-hydroxy-10,13-dimethyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one M+H",CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,MYEJFUXQJGHEQK-UHFFFAOYSA-N,6.809255678,CCMSLIB00000848836
"NCGC00385350-01_C20H26N2O2_(17R,21alpha)-Ajmalan-17,21-diol M+H",CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,CJDRUOGAGYHKKD-UHFFFAOYSA-N,134.9834578,CCMSLIB00000851035
NCGC00142623-05_C41H64O13_Crystodigin M+Na,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,WDJUZGPOPHTGOT-UHFFFAOYSA-N,3.699758153,CCMSLIB00000855149
MLS002207244-01!Thiophanate M23564-05-8 M+H,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,QGHREAKMXXNCOA-UHFFFAOYSA-N,3639.978739,CCMSLIB00000084811
MLS001148415-01! M+H,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,GUGOEEXESWIERI-UHFFFAOYSA-N,2000.063601,CCMSLIB00000085072
MLS001077311-01!2062-78-4 M+H,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,188.9770688,CCMSLIB00000085145
MLS000860042-01!Pirfenidone M+H,Cc1ccc(=O)n(-c2ccccc2)c1,ISWRGOKTTBVCFA-UHFFFAOYSA-N,809.9737623,CCMSLIB00000085154
MLS002701928-01! M+H,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,AVOLMBLBETYQHX-UHFFFAOYSA-N,468.9829817,CCMSLIB00000085228
MLS002154123-01!Piretanide55837-27-9 M+H,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,UJEWTUDSLQGTOA-UHFFFAOYSA-N,92.99820369,CCMSLIB00000085312
MLS002154163-01!Azaperone1649-18-9 M+H,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,XTKDAFGWCDAMPY-UHFFFAOYSA-N,201.9981491,CCMSLIB00000085692
MLS002153927-01!Sulmazole73384-60-8 M+H,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,XMFCOYRWYYXZMY-UHFFFAOYSA-N,249.9965201,CCMSLIB00000085721
MLS002154125-01!Oxyphenbutazone129-20-4 M+H,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,HFHZKZSRXITVMK-UHFFFAOYSA-N,1165.07183,CCMSLIB00000085768
MLS002207243-01!Diazinon333-41-5 M+H,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,FHIVAFMUCKRCQO-UHFFFAOYSA-N,249.9983574,CCMSLIB00000085870
MLS002207196-01!Dimethoate60-51-5 M+H,CNC(=O)CSP(=S)(OC)OC,MCWXGJITAZMZEV-UHFFFAOYSA-N,350.0564851,CCMSLIB00000085896
MLS001074294-01!Fosmet732-11-6 M+H,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,LMNZTLDVJIUSHT-UHFFFAOYSA-N,199.9823526,CCMSLIB00000085901
MLS002207242-01!Propoxur114-26-1 M+H,CNC(=O)Oc1ccccc1OC(C)C,ISRUGXGCCGIOQO-UHFFFAOYSA-N,39.99904416,CCMSLIB00000085919
MLS001148610-01!530-78-9 M+H,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,LPEPZBJOKDYZAD-UHFFFAOYSA-N,924.9901325,CCMSLIB00000085954
MLS001146968-01!(+/-)-DROPROPIZINE M+H,OCC(O)CN1CCN(c2ccccc2)CC1,PTVWPYVOOKLBCG-UHFFFAOYSA-N,2592.939736,CCMSLIB00000086171
ANILINE-2-SULFONIC ACID M+H,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,400.0042954,CCMSLIB00000578022
BENZALDEHYDE M+H,O=Cc1ccccc1,HUMNYLRZRPPJDN-UHFFFAOYSA-N,999.9623081,CCMSLIB00000578071
PHENYLACETIC ACID M-H,O=C(O)Cc1ccccc1,WLJVXDMOQOGPHL-UHFFFAOYSA-N,2249.999998,CCMSLIB00000578367
"Pesticide3_Fenuron_C9H12N2O_Urea, N,N-dimethyl-N'-phenyl- M+H",CN(C)C(=O)Nc1ccccc1,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,3199.844102,CCMSLIB00001058211
"Pesticide3_Fluometuron_C10H11F3N2O_Urea, N,N-dimethyl-N'-[3-(trifluoromethyl)phenyl]- M+H",CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,RZILCCPWPBTYDO-UHFFFAOYSA-N,809.9825588,CCMSLIB00001058223
Pesticide10_Carbendazim_C9H9N3O2_mecarzole M+H,COC(=O)Nc1nc2ccccc2[nH]1,TWFZGCMQGLPBSX-UHFFFAOYSA-N,4150.000005,CCMSLIB00001058284
"Pesticide9_Mexacarbate_C12H18N2O2_4-(Dimethylamino)-3,5-dimethylphenyl methylcarbamate M+H",CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,YNEVBPNZHBAYOA-UHFFFAOYSA-N,14.99946017,CCMSLIB00001058314
"Pesticide2_Thidiazuron_C9H8N4OS_1-Phenyl-3-(1,2,3-thiadiazol-5-yl)urea M+H",O=C(Nc1ccccc1)Nc1cnns1,HFCYZXMHUIHAQI-UHFFFAOYSA-N,2812.910603,CCMSLIB00001058322
"Pesticide2_Ethiofencarb_C11H15NO2S_Phenol, 2-[(ethylthio)methyl]-, methylcarbamate M+H",CCSCc1ccccc1OC(=O)NC,HEZNVIYQEUHLNI-UHFFFAOYSA-N,112.9984953,CCMSLIB00001058336
"Pesticide2_Methabenzthiazuron_C10H11N3OS_1-(1,3-Benzothiazol-2-yl)-1,3-dimethylurea M+H",CNC(=O)N(C)c1nc2ccccc2s1,RRVIAQKBTUQODI-UHFFFAOYSA-N,2499.943513,CCMSLIB00001058350
Pesticide4_Cymoxanil_C7H10N4O3_(2E)-2-Cyano-N-(ethylcarbamoyl)-2-(methoxyimino)acetamide M+H,CCNC(=O)NC(=O)C(C#N)=NOC,XERJKGMBORTKEO-UHFFFAOYSA-N,1095.988939,CCMSLIB00001058423
"Pesticide5_Metribuzin_C8H14N4OS_4-Amino-6-(2-methyl-2-propanyl)-3-(methylsulfanyl)-1,2,4-triazin-5(4H)-one M+H",CSc1nnc(C(C)(C)C)c(=O)n1N,FOXFZRUHNHCZPX-UHFFFAOYSA-N,249.9953334,CCMSLIB00001058467
"Pesticide5_Bupirimate_C13H24N4O3S_Sulfamic acid, N,N-dimethyl-, 5-butyl-2-(ethylamino)-6-methyl-4-pyrimidinyl ester M+H",CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,DSKJPMWIHSOYEA-UHFFFAOYSA-N,3999.911516,CCMSLIB00001058510
Pesticide2_Oxamyl_C7H13N3O3S_VYDATE M+Na,CNC(=O)ON=C(SC)C(=O)N(C)C,KZAUOCCYDRDERY-UHFFFAOYSA-N,6.999808451,CCMSLIB00001058539
"Pesticide6_Paclobutrazol_C30H40Cl2N6O2_1H-1,2,4-Triazole-1-ethanol, beta-[(4-chlorophenyl)methyl]-alpha-(1,1-dimethylethyl)- M+H",CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,RMOGWMIKYWRTKW-UHFFFAOYSA-N,399.9891079,CCMSLIB00001058548
"Pesticide4_Amitraz_C19H23N3_N'-(2,4-Dimethylphenyl)-N-{(E)-[(2,4-dimethylphenyl)imino]methyl}-N-methylimidoformamide M+H",Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,QXAITBQSYVNQDR-UHFFFAOYSA-N,399.980914,CCMSLIB00001058578
"Pesticide6_Diclobutrazol_C15H19Cl2N3O_1-(2,4-Dichlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)-3-pentanol M+H",CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,URDNHJIVMYZFRT-UHFFFAOYSA-N,3999.475997,CCMSLIB00001058579
Pesticide1_Omethoate_C5H12NO4PS_ M+H,CNC(=O)CSP(=O)(OC)OC,PZXOQEXFMJCDPG-UHFFFAOYSA-N,99.99765475,CCMSLIB00001058630
"Pesticide1_Vamidothion_C8H18NO4PS2_Phosphorothioic acid, O,O-dimethyl S-[2-[[1-methyl-2-(methylamino)-2-oxoethyl]thio]ethyl] ester M+H",CNC(=O)C(C)SCCSP(=O)(OC)OC,LESVOLZBIFDZGS-UHFFFAOYSA-N,84.98728001,CCMSLIB00001058650
Pesticide1_Carbaryl_C12H11NO2_1-Naphthyl methylcarbamate M+H,CNC(=O)Oc1cccc2ccccc12,CVXBEEMKQHEXEN-UHFFFAOYSA-N,249.9937883,CCMSLIB00001058720
MMV004168 M+H,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,WEUCDJCFJHYFRL-UHFFFAOYSA-N,379.9166566,CCMSLIB00004722096
Spectral Match to Hexaethylene glycol from NIST14 M+H,OCCOCCOCCOCCOCCOCCO,IIRDTKBZINWQAW-UHFFFAOYSA-N,19999.78749,CCMSLIB00003134614
Spectral Match to Isoproterenol from NIST14 M+H-H2O,CC(C)NCC(O)c1ccc(O)c(O)c1,JWZZKOKVBUJMES-UHFFFAOYSA-N,269.998722,CCMSLIB00003134699
Spectral Match to Diphenylamine from NIST14 M+H,c1ccc(Nc2ccccc2)cc1,DMBHHRLKUKUOEG-UHFFFAOYSA-N,299.9875905,CCMSLIB00003134729
Spectral Match to L-Carvone from NIST14 M+H,C=C(C)C1CC=C(C)C(=O)C1,ULDHMXUKGWMISQ-UHFFFAOYSA-N,765.9949009,CCMSLIB00003134861
Spectral Match to Dibutyl phthalate from NIST14 M+H,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,9999.712593,CCMSLIB00003134931
"Spectral Match to Ethanol, 2-(2-butoxyethoxy)- from NIST14 2M+H",CCCCOCCOCCO,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,2000.01233,CCMSLIB00003134998
Spectral Match to Triethanolamine from NIST14 M+H,OCCN(CCO)CCO,GSEJCLTVZPLZKY-UHFFFAOYSA-N,2200.000001,CCMSLIB00003135968
Spectral Match to Pheniramine from NIST14 M+H,CN(C)CCC(c1ccccc1)c1ccccn1,IJHNSHDBIRRJRN-UHFFFAOYSA-N,276.9884754,CCMSLIB00003136167
Spectral Match to Benzyl butyl phthalate from NIST14 M+H,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,IRIAEXORFWYRCZ-UHFFFAOYSA-N,13751.54066,CCMSLIB00003136331
Spectral Match to Dimethindene from NIST14 M+H,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,887.9210466,CCMSLIB00003137812
"Spectral Match to 2-Pyrrolidinone, 1-methyl- from NIST14 M+H",CN1CCCC1=O,SECXISVLQFMRJM-UHFFFAOYSA-N,4399.866842,CCMSLIB00003139556
Spectral Match to Flutriafol from NIST14 M+H,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,JWUCHKBSVLQQCO-UHFFFAOYSA-N,199.9960174,CCMSLIB00003140117
Ayfivin;_Bacitracin_A_24080_dereplictor_pv_1.61828e-27 M+2H,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,CLKOFPXJLQSYAH-UHFFFAOYSA-N,1999.971885,CCMSLIB00000577553
2_methyl_1_phenyl_2_propanol M-H2O+H,CC(C)(O)Cc1ccccc1,RIWRBSMFKVOJMN-UHFFFAOYSA-N,987.9934233,CCMSLIB00006673161
2_pyrrolidinone M+H,O=C1CCCN1,HNJBEVLQSNELDL-UHFFFAOYSA-N,6499.541754,CCMSLIB00006673190
acetic_acid_butyl_ester M+H,CCCCOC(C)=O,DKPFZGUDAPQIHT-UHFFFAOYSA-N,4700.000005,CCMSLIB00006673886
furfural M+H,O=Cc1ccco1,BBNYLDSWVXSNOQ-UHFFFAOYSA-N,563.7187911,CCMSLIB00006674365
