name,Canonical SMILES,InChIKey,SPECTRUMID,Toxicity Value
Pivampicillin M+Na,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,ZEMIJUDPLILVNQ-UHFFFAOYSA-N,CCMSLIB00005436022,146.9754087
RIBITOL M+Na,OCC(O)C(O)C(O)CO,HEBKCHPVOIAQTA-UHFFFAOYSA-N,CCMSLIB00005436148,10800.28393
PSICOSE M-H,OCC1(O)OCC(O)C(O)C1O,LKDRXBCSQODPBY-UHFFFAOYSA-N,CCMSLIB00005436164,12750.28308
PYRIDOXAL M+H,Cc1ncc(CO)c(C=O)c1O,RADKZDMFGJYCBB-UHFFFAOYSA-N,CCMSLIB00005436172,319.9923431
SEBACATE M-H,O=C(O)CCCCCCCCC(=O)O,CXMXRPHRNRROMY-UHFFFAOYSA-N,CCMSLIB00005436182,560.0000004
CELLOBIOSE M+Na,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,GUBGYTABKSRVRQ-UHFFFAOYSA-N,CCMSLIB00005436183,15300.1341
BENZYL ALCOHOL M+H,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,CCMSLIB00005436190,52.99999996
MYOINOSITOL M+Na,OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N ,CCMSLIB00005436247,750.0166527
Meropenem M+H,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,DMJNNHOOLUXYBV-UHFFFAOYSA-N,CCMSLIB00005436472,2850.222967
Heliotrine M+H,COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,LMFKRLGHEKVMNT-UHFFFAOYSA-N,CCMSLIB00005467696,273.9965026
Atropine M+H,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-UHFFFAOYSA-N,CCMSLIB00005720151,73.00630674
Cepharanthine M+H,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,YVPXVXANRNDGTA-UHFFFAOYSA-N,CCMSLIB00005720154,56.99821497
Inosine M+H,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,UGQMRVRMYYASKQ-UHFFFAOYSA-N,CCMSLIB00005720163,2000.007455
Nicotine M+H,CN1CCCC1c1cccnc1,SNICXCGAKADSCV-UHFFFAOYSA-N,CCMSLIB00005720169,2.799896445
Sanguinarine M+,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,INVGWHRKADIJHF-UHFFFAOYSA-N,CCMSLIB00005720179,28.84657176
Senecionine M+H,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,HKODIGSRFALUTA-UHFFFAOYSA-N,CCMSLIB00005720182,41.20000002
Sparteine M+H,C1CCN2CC3CC(CN4CCCCC34)C2C1,SLRCCWJSBJZJBV-UHFFFAOYSA-N,CCMSLIB00005720183,30.39909208
Putrescine M+H,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,CCMSLIB00005723335,759.9655148
Diacetoxyscirpenol M+NH3,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,AUGQEEXBDZWUJY-UHFFFAOYSA-N,CCMSLIB00005723555,1.299964519
Chloroquine M+H,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCMSLIB00005723985,60.0037514
Adenosine M+H,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,OIRDTQYFTABQOQ-UHFFFAOYSA-N,CCMSLIB00005724006,301.9943495
Oxidized Glutathione M+H,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,YPZRWBKMTBYPTK-UHFFFAOYSA-N,CCMSLIB00005724008,1999.869419
"(2Z)-4-[(2S,8S,17S,19R)-12-hydroxy-8,21,21-trimethyl-5-(3-methylbut-2-en-1-yl)-8-(4-methylpent-3-en-1-yl)-14,18-dioxo-3,7,20-trioxahexacyclo[15.4.1.0,?.0,?.0?,.0?,]docosa-4,6(11),9,12,15-pentaen-19-yl]-2-methylbut-2-enoic acid M-H",CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,GEZHEQNLKAOMCA-UHFFFAOYSA-N,CCMSLIB00005725071,106.9894491
"(1S,2R,8S)-14-oxa-7-azatetracyclo[6.6.1.0,.0,?]pentadeca-9,11-dien-13-one M+H",O=C1C=C2C=CC3CC2(O1)C1CCCCN31,SWZMSZQQJRKFBP-UHFFFAOYSA-N,CCMSLIB00005725330,15.09944402
Ochratoxin A M+H,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,RWQKHEORZBHNRI-UHFFFAOYSA-N,CCMSLIB00005725544,12.74943167
Verrucarin A M+H,CC1=CC2OC3CC4OC(=O)C=CC=CC(=O)OCCC(C)C(O)C(=O)OCC2(CC1)C4(C)C31CO1,NLUGUZJQJYVUHS-UHFFFAOYSA-N,CCMSLIB00005725545,0.870069246
SEROTONIN - 20.0 eV M+H,NCCc1c[nH]c2ccc(O)cc12,QZAYGJVTTNCVMB-UHFFFAOYSA-N,CCMSLIB00005883502,29.99846779
4-AMINOBENZOATE - 20.0 eV M+H,Nc1ccc(C(=O)O)cc1,ALYNCZNDIQEVRV-UHFFFAOYSA-N,CCMSLIB00005883526,2760.040254
N-ACETYLNEURAMINATE - 20.0 eV M+H,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,SQVRNKJHWKZAKO-UHFFFAOYSA-N,CCMSLIB00005883610,4999.983836
CYTIDINE - 20.0 eV M+H,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,CCMSLIB00005883634,5000.02056
CYSTEINE - 20.0 eV M+H,NC(CS)C(=O)O,XUJNEKJLAYXESH-UHFFFAOYSA-N,CCMSLIB00005883640,1139.99059
TAURINE - 20.0 eV M+H,NCCS(=O)(=O)O,XOAAWQZATWQOTB-UHFFFAOYSA-N,CCMSLIB00005883652,7000.055929
GAMMA-AMINOBUTYRATE - 20.0 eV M+H,NCCCC(=O)O,BTCSSZJGUNDROE-UHFFFAOYSA-N,CCMSLIB00005883670,4999.951508
(S)-LACTATE - 20.0 eV M+H,CC(O)C(=O)O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,CCMSLIB00005883766,1000.022203
"3,4-DIHYDROXY-L-PHENYLALANINE - 20.0 eV M+H",NC(Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-UHFFFAOYSA-N,CCMSLIB00005883814,100
FOLIC ACID - 20.0 eV M+H,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,OVBPIULPVIDEAO-UHFFFAOYSA-N,CCMSLIB00005883886,512.8306091
NORADRENALINE - 20.0 eV M+H,NCC(O)c1ccc(O)c(O)c1,SFLSHLFXELFNJZ-UHFFFAOYSA-N,CCMSLIB00005883910,0.13
4-PYRIDOXATE - 20.0 eV M+H,Cc1ncc(CO)c(C(=O)O)c1O,HXACOUQIXZGNBF-UHFFFAOYSA-N,CCMSLIB00005884005,2049.966424
DOPAMINE - 20.0 eV M+H,NCCc1ccc(O)c(O)c1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,CCMSLIB00005884059,4.799968664
THYROTROPIN RELEASING HORMONE - 20.0 eV M+H,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,XNSAINXGIQZQOO-UHFFFAOYSA-N,CCMSLIB00005884137,513.9858164
ADENOSINE 5'-MONOPHOSPHATE - 20.00 eV M+H,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,UDMBCSSLTHHNCD-UHFFFAOYSA-N,CCMSLIB00005884203,1199.986175
L-CARNITINE - 20.0 eV M+H,C[N+](C)(C)CC(O)CC(=O)O,PHIQHXFUZVPYII-UHFFFAOYSA-O,CCMSLIB00005884287,1197.003619
PYRIDOXAMINE - 20.0 eV M+H,Cc1ncc(CO)c(CN)c1O,NHZMQXZHNVQTQA-UHFFFAOYSA-N,CCMSLIB00005884353,799.9714624
SPERMINE - 20.0 eV M+H,NCCCNCCCCNCCCN,PFNFFQXMRSDOHW-UHFFFAOYSA-N,CCMSLIB00005884401,64.99807261
HISTAMINE - 20.0 eV M+H,NCCc1cnc[nH]1,NTYJJOPFIAHURM-UHFFFAOYSA-N,CCMSLIB00005884473,630.0113362
THIAMINE MONOPHOSPHATE - 20.0 eV M+H,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,HZSAJDVWZRBGIF-UHFFFAOYSA-O,CCMSLIB00005884479,486.9985898
GUANOSINE 5'-MONOPHOSPHATE - 20.0 eV M+H,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,RQFCJASXJCIDSX-UHFFFAOYSA-N,CCMSLIB00005884491,2719.977535
N-ACETYL-L-CYSTEINE - 20.0 eV M+H,CC(=O)NC(CS)C(=O)O,PWKSKIMOESPYIA-UHFFFAOYSA-N,CCMSLIB00005884593,1490.923237
INOSINE 5'-MONOPHOSPHATE - 20.0 eV M+H,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,GRSZFWQUAKGDAV-UHFFFAOYSA-N,CCMSLIB00005884599,2730.015678
5-HYDROXY-L-TRYPTOPHAN - 20.0 eV M+H,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,LDCYZAJDBXYCGN-UHFFFAOYSA-N,CCMSLIB00005884711,26.99901917
EPINEPHRINE - 20.0 eV M+H,CNCC(O)c1ccc(O)c(O)c1,UCTWMZQNUQWSLP-UHFFFAOYSA-N,CCMSLIB00005884771,0.135439241
Acetylcarnitine - 20.00 eV M+H,CC(=O)OC(CC(=O)O)C[N+](C)(C)C,RDHQFKQIGNGIED-UHFFFAOYSA-O,CCMSLIB00005884989,1264.96284
Uzarigenin M+H,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,XZTUSOXSLKTKJQ-UHFFFAOYSA-N,CCMSLIB00006581616,1.599910284
chloramphenicol M+H,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-UHFFFAOYSA-N,CCMSLIB00006718020,170.9989417
Cycloheximide M+H,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,YPHMISFOHDHNIV-UHFFFAOYSA-N,CCMSLIB00006718022,1.999985783
Mitomycin C M+H,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,NWIBSHFKIJFRCO-UHFFFAOYSA-N,CCMSLIB00006718026,2.999982051
Thiamphenicol M+H,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,OTVAEFIXJLOWRX-UHFFFAOYSA-N,CCMSLIB00006718033,338.9743059
Methamidophos M+H,COP(N)(=O)SC,NNKVPIKMPCQWCG-UHFFFAOYSA-N,CCMSLIB00006718059,9.999858289
"2,4-Dinitrophenol M-H",O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,UFBJCMHMOXMLKC-UHFFFAOYSA-N,CCMSLIB00006718064,72.00117321
Hydroquinone M+H,Oc1ccc(O)cc1,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,CCMSLIB00006718073,114.9979111
Tenuazonic acid M+H,CCC(C)C1NC(=O)C(C(C)=O)=C1O,CEIZFXOZIQNICU-UHFFFAOYSA-N,CCMSLIB00006718083,145.997039
Rotenone [M+H] M+H,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,,CCMSLIB00008851478,0.199988338
Griseofulvin [M+H]+ M+H,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-UHFFFAOYSA-N,CCMSLIB00008851495,400.0340163
Terbinafine [M+H]+ M+H,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,CCMSLIB00009918376,212.9722276
N-methylcrotsparine M+H,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,PNJUPRNTSWJWAX-UHFFFAOYSA-N,CCMSLIB00009918405,79.98547186
Fentanyl M+H,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCMSLIB00009919009,2.910181614
delta-8-tetrahydrocannabinol M+H,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,HCAWPGARWVBULJ-UHFFFAOYSA-N,CCMSLIB00009919017,97.00956223
prochlorperazine M+H,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N,CCMSLIB00010011917,19.99716542
methylphenidate M+H,COC(=O)C(c1ccccc1)C1CCCCN1,DUGOZIWVEXMGBE-UHFFFAOYSA-N,CCMSLIB00010011922,48.98958491
Benzoic acid M-H,O=C(O)c1ccccc1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,CCMSLIB00010012074,1704.61204
Salbutamol M+H,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-UHFFFAOYSA-N,CCMSLIB00011427512,57.09880705
Sulfathiazole M+H,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,JNMRHUJNCSQMMB-UHFFFAOYSA-N,CCMSLIB00011427516,1369.871224
Amantadine M+H,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N,CCMSLIB00011427523,89.99821489
Sulfadiazine M+H,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,SEEPANYCNGTZFQ-UHFFFAOYSA-N,CCMSLIB00011427528,879.9894516
Sulfamerazine M+H,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,QPPBRPIAZZHUNT-UHFFFAOYSA-N,CCMSLIB00011427529,1099.999999
Clenbuterol M+H,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,STJMRWALKKWQGH-UHFFFAOYSA-N,CCMSLIB00011427530,35.29936325
Metamycin C M+H,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,AOJJSUZBOXZQNB-UHFFFAOYSA-N,CCMSLIB00012060241,17.37483902
leupeptin M+NH4,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N,GDBQQVLCIARPGH-UHFFFAOYSA-N,CCMSLIB00012070148,80.00712675
"[(1S,2R,3R,4R,5R,6S,7S,8R,9R,13R,14R,16S,17S,18R)-8-acetyloxy-11-ethyl-5,7,14-trihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate M+H",CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,XFSBVAOIAHNAPC-UHFFFAOYSA-N,CCMSLIB00012079744,0.079994301
Dibucaine M+H,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,PUFQVTATUTYEAL-UHFFFAOYSA-N,CCMSLIB00012176187,52.00439046
Bupivacaine M+H,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-UHFFFAOYSA-N,CCMSLIB00012176188,5.600752805
Prilocaine M+H,CCCNC(C)C(=O)Nc1ccccc1C,MVFGUOIZUNYYSO-UHFFFAOYSA-N,CCMSLIB00012176190,56.59845856
Procainamide M+H,CCN(CC)CCNC(=O)c1ccc(N)cc1,REQCZEXYDRLIBE-UHFFFAOYSA-N,CCMSLIB00012176191,112.4971344
3-Aminobenzoic acid M+H,Nc1cccc(C(=O)O)c1,XFDUHJPVQKIXHO-UHFFFAOYSA-N,CCMSLIB00012176199,2760.040254
Fleroxacin M+H,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,XBJBPGROQZJDOJ-UHFFFAOYSA-N,CCMSLIB00012176204,20.40483428
Norfloxacin M+H,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCMSLIB00012176207,244.9953965
Lomefloxacin M+H,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CCMSLIB00012176211,327.9971997
DIETHANOLAMINE M+H,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,CCMSLIB00013583122,778.0221989
CITICOLINE M+H,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,RZZPDXZPRHQOCG-UHFFFAOYSA-O,CCMSLIB00013583217,2972.969621
THIAMINE PYROPHOSPHATE M+H,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,AYEKOFBPNLCAJY-UHFFFAOYSA-O,CCMSLIB00013583349,465.0000003
CHENODEOXYCHOLATE M+H,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,RUDATBOHQWOJDD-UHFFFAOYSA-N,CCMSLIB00013583460,148.6772927
Prostagladin E2 M-H,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,XEYBRNLFEZDVAW-UHFFFAOYSA-N,CCMSLIB00014901995,59.50489543
Diclofenac [M+H]+,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N,CCMSLIB00015625747,116.9790614
Amiodarone [M+H]+,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CCMSLIB00015625749,169.9949946
Bumetanide [M+H]+,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,CCMSLIB00015625758,199.9873775
Oxybutynin [M+H]+,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,XIQVNETUBQGFHX-UHFFFAOYSA-N,CCMSLIB00015625774,61.00102382
Verapamil [M+H]+,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,CCMSLIB00015625781,10.77006902
Amitriptyline [M+H]+,CN(C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,CCMSLIB00015625783,13.99944487
Ketoconazole [M+H]+,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,CCMSLIB00015625787,85.99352706
Digoxin [M+H]+,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,LTMHDMANZUZIPE-UHFFFAOYSA-N,CCMSLIB00015625789,24.99843142
Carvedilol [M+Na]+,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-UHFFFAOYSA-N,CCMSLIB00015625792,25.00110706
