name,Canonical SMILES,InChIKey,SPECTRUMID,Toxicity Value
Terbinafine [M+H]+ M+H,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,CCMSLIB00009918376,3999.478444
N-methylcrotsparine M+H,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,PNJUPRNTSWJWAX-UHFFFAOYSA-N,CCMSLIB00009918405,549.9001184
Fentanyl M+H,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCMSLIB00009919009,18.00112338
delta-8-tetrahydrocannabinol M+H,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,HCAWPGARWVBULJ-UHFFFAOYSA-N,CCMSLIB00009919017,860.0847786
prochlorperazine M+H,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N,CCMSLIB00010011917,1799.744886
methylphenidate M+H,COC(=O)C(c1ccccc1)C1CCCCN1,DUGOZIWVEXMGBE-UHFFFAOYSA-N,CCMSLIB00010011922,358.3976825
Benzoic acid M-H,O=C(O)c1ccccc1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,CCMSLIB00010012074,1764.923483
Salbutamol M+H,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-UHFFFAOYSA-N,CCMSLIB00011427512,659.9862107
Amantadine M+H,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N,CCMSLIB00011427523,832.0170255
Sulfadiazine M+H,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,SEEPANYCNGTZFQ-UHFFFAOYSA-N,CCMSLIB00011427528,9999.880135
Clenbuterol M+H,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,STJMRWALKKWQGH-UHFFFAOYSA-N,CCMSLIB00011427530,158.997132
Metamycin C M+H,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,AOJJSUZBOXZQNB-UHFFFAOYSA-N,CCMSLIB00012060241,1349.937906
leupeptin M+NH4,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N,GDBQQVLCIARPGH-UHFFFAOYSA-N,CCMSLIB00012070148,720.06414
Procainamide M+H,CCN(CC)CCNC(=O)c1ccc(N)cc1,REQCZEXYDRLIBE-UHFFFAOYSA-N,CCMSLIB00012176191,1715.378963
Fleroxacin M+H,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,XBJBPGROQZJDOJ-UHFFFAOYSA-N,CCMSLIB00012176204,3999.967511
Norfloxacin M+H,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCMSLIB00012176207,3999.924841
Lomefloxacin M+H,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CCMSLIB00012176211,2821.771787
DIETHANOLAMINE M+H,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,CCMSLIB00013583122,1131.032271
CITICOLINE M+H,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,RZZPDXZPRHQOCG-UHFFFAOYSA-O,CCMSLIB00013583217,18500.81095
CHENODEOXYCHOLATE M+H,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,RUDATBOHQWOJDD-UHFFFAOYSA-N,CCMSLIB00013583460,4289.740649
Prostagladin E2 M-H,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,XEYBRNLFEZDVAW-UHFFFAOYSA-N,CCMSLIB00014901995,500.0411385
Diclofenac [M+H]+,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N,CCMSLIB00015625747,57.54402214
Amiodarone [M+H]+,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CCMSLIB00015625749,2999.911675
Bumetanide [M+H]+,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,CCMSLIB00015625758,5999.621314
Oxybutynin [M+H]+,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,XIQVNETUBQGFHX-UHFFFAOYSA-N,CCMSLIB00015625774,460.0077199
Verapamil [M+H]+,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,CCMSLIB00015625781,132.6768559
Amitriptyline [M+H]+,CN(C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,CCMSLIB00015625783,277.1171403
Ketoconazole [M+H]+,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,CCMSLIB00015625787,165.9875058
Digoxin [M+H]+,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,LTMHDMANZUZIPE-UHFFFAOYSA-N,CCMSLIB00015625789,28.2682262
Nortriptyline [M+H]+,CNCCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,CCMSLIB00015625794,450.9264927
Hydroxyzine [M+H]+,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,CCMSLIB00015625795,850.4132074
Haloperidol [M+H]+,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-N,CCMSLIB00015625797,128.0098757
Paroxetine [M+H]+,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-UHFFFAOYSA-N,CCMSLIB00015625800,415.036539
Ramipril [M+Na]+,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,HDACQVRGBOVJII-UHFFFAOYSA-N,CCMSLIB00015625801,9999.567854
Diltiazem [M+Na]+,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,CCMSLIB00015625803,559.9635251
Torsemide [M+Na]+,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N,CCMSLIB00015625820,4999.598192
Tamsulosin [M+H]+,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DRHKJLXJIQTDTD-UHFFFAOYSA-N,CCMSLIB00015625833,649.9681772
Metoprolol [M+H]+,COCCc1ccc(OCC(O)CNC(C)C)cc1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,CCMSLIB00015625849,3469.883195
Metoclopramide [M+H]+,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,TTWJBBZEZQICBI-UHFFFAOYSA-N,CCMSLIB00015625850,713.9342533
Ropinirole [M+H]+,CCCN(CCC)CCc1cccc2c1CC(=O)N2,UHSKFQJFRQCDBE-UHFFFAOYSA-N,CCMSLIB00015625852,395.9832704
Lisinopril [M+Na]+,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,RLAWWYSOJDYHDC-UHFFFAOYSA-N,CCMSLIB00015625861,8500.104805
Baclofen [M+H]+,NCC(CC(=O)O)c1ccc(Cl)cc1,KPYSYYIEGFHWSV-UHFFFAOYSA-N,CCMSLIB00015625866,144.9972856
Naloxone [M+H]+,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,UZHSEJADLWPNLE-UHFFFAOYSA-N,CCMSLIB00015625870,1000.061092
Atenolol [M+H]+,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,CCMSLIB00015625874,1999.992492
Tretinoin M+H,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,SHGAZHPCJJPHSC-UHFFFAOYSA-N,CCMSLIB00000004323,3174.358285
Budesonide M+H,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,VOVIALXJUBGFJZ-UHFFFAOYSA-N,CCMSLIB00000004380,3199.695266
LoperamideHCl M+H,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,CCMSLIB00000004395,149.6739238
Cefdinir M+H,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,RTXOFQZKPXMALH-UHFFFAOYSA-N,CCMSLIB00000004544,5599.688439
Tropisetron M+H,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,ZNRGQMMCGHDTEI-UHFFFAOYSA-N,CCMSLIB00000004599,264.9916129
Natamycin M+H,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,NCXMLFZGDNKEPB-UHFFFAOYSA-N,CCMSLIB00000004692,2729.864677
Stavudine M+H,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL-UHFFFAOYSA-N,CCMSLIB00000004970,3999.892962
Dipyridamole M+H,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,IZEKFCXSFNUWAM-UHFFFAOYSA-N,CCMSLIB00000004982,8399.400759
Rifabutin M+H,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,ZWBTYMGEBZUQTK-UHFFFAOYSA-N,CCMSLIB00000005086,4999.887842
Furosemide M+H,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,CCMSLIB00000005254,2599.92925
Irinotecan M+H,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,UWKQSNNFCGGAFS-UHFFFAOYSA-N,CCMSLIB00000005257,867.0162558
Carboplatin M+H,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,VSRXQHXAPYXROS-UHFFFAOYSA-N,CCMSLIB00000005260,344.8727637
Aztreonam M+H,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,WZPBZJONDBGPKJ-UHFFFAOYSA-N,CCMSLIB00000005428,9999.081396
