name,Canonical SMILES,InChIKey,Toxicity Value,SPECTRUMID
Indomethacin M+H,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,100.0019563,CCMSLIB00000004233
LoperamideHCl M+H,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,2.799718268,CCMSLIB00000004395
Natamycin M+H,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,NCXMLFZGDNKEPB-UHFFFAOYSA-N,17.99910775,CCMSLIB00000004692
Furosemide M+H,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,399.989116,CCMSLIB00000005254
Irinotecan M+H,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,UWKQSNNFCGGAFS-UHFFFAOYSA-N,40.00074999,CCMSLIB00000005257
Docetaxel M+H,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,ZDZOTLJHXYCWBA-UHFFFAOYSA-N,2.500030944,CCMSLIB00000005880
Chlorothiazide M+H,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,JBMKAUGHUNFTOL-UHFFFAOYSA-N,999.9019366,CCMSLIB00000006263
Phenylbutazone M+H,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,121.0074551,CCMSLIB00000006293
Reserpine M+H,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,QEVHRUUCFGRFIF-UHFFFAOYSA-N,0.500009857,CCMSLIB00000006371
Chlorpromazine M+H,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,30.00254019,CCMSLIB00000006517
Diphenylhydramine M+H,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,23.99896615,CCMSLIB00000006568
Domperidone M+H,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,FGXWKSZFVQUSTL-UHFFFAOYSA-N,42.69799491,CCMSLIB00000006574
Nitrendipine [M+H],CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,PVHUJELLJLJGLN-UHFFFAOYSA-N,2.500235869,CCMSLIB00000078489
Acemetacin (Emflex) [M+H],COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,FSQKKOOTNAMONP-UHFFFAOYSA-N,199.986052,CCMSLIB00000078527
Nilvadipine (ARC029) [M+H],COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,FAIIFDPAEUKBEP-UHFFFAOYSA-N,3.850239767,CCMSLIB00000078533
Amidopyrine [M+H],Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,120.9952918,CCMSLIB00000078610
Probenecid (Benemid) [M+H],CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,DBABZHXKTCFAPX-UHFFFAOYSA-N,269.995269,CCMSLIB00000078627
LATANOPROST [M+H],CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,GGXICVAJURFBLW-UHFFFAOYSA-N,0.679998429,CCMSLIB00000078929
OXAPROZIN [M+H],O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N,123.9906998,CCMSLIB00000078946
ESMOLOL HYDROCHLORIDE [M+H],COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,AQNDDEOPVVGCPG-UHFFFAOYSA-N,31.99902495,CCMSLIB00000078947
LEVOSULPIRIDE [M+H],CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,136.9867587,CCMSLIB00000078968
azelastine hydrochloride [M+H],CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,MBUVEWMHONZEQD-UHFFFAOYSA-N,13.69974888,CCMSLIB00000078987
Homoveratrylamine [M+H],COc1ccc(CCN)cc1OC,ANOUKFYBOAKOIR-UHFFFAOYSA-N,121.9966343,CCMSLIB00000079040
Tramadol [M+H],COc1cccc(C2(O)CCCCC2CN(C)C)c1,TVYLLZQTGLZFBW-UHFFFAOYSA-N,49.99791176,CCMSLIB00000079046
CEFIXIME TRIHYDRATE [M+H],C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,OKBVVJOGVLARMR-UHFFFAOYSA-N,3200.296388,CCMSLIB00000079064
Lofexidine hydrochloride [M+H],CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,KSMAGQUYOIHWFS-UHFFFAOYSA-N,7.999814765,CCMSLIB00000079080
DOXAPRAM HYDROCHLORIDE [M+H],CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,XFDJYSQDBULQSI-UHFFFAOYSA-N,39.99830916,CCMSLIB00000079081
Azasetron [M+H],CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,WUKZPHOXUVCQOR-UHFFFAOYSA-N,299.9845632,CCMSLIB00000079117
"""1H-Imidazol-2-amine, N-(2,6-dichlorophenyl)-4,5-dihydro- [CAS]"" [M+H]",Clc1cccc(Cl)c1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,5.999791399,CCMSLIB00000079123
Doxepin [M+H],CN(C)CCC=C1c2ccccc2COc2ccccc21,ODQWQRRAPPTVAG-UHFFFAOYSA-N,27.00164293,CCMSLIB00000079162
Nalbuphine [M+H],Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,NETZHAKZCGBWSS-UHFFFAOYSA-N,139.9804168,CCMSLIB00000079174
Trazodone hydrochloride 25332-39-2 [M+H],O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,PHLBKPHSAVXXEF-UHFFFAOYSA-N,40.00301181,CCMSLIB00000079178
Perphenazine aka 2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethanol M+H,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,RGCVKNLCSQQDEP-UHFFFAOYSA-N,51.00265109,CCMSLIB00000076970
Procaine (Novocaine) aka 2-(diethylamino)ethyl 4-aminobenzoate M+H,CCN(CC)CCOC(=O)c1ccc(N)cc1,MFDFERRIHVXMIY-UHFFFAOYSA-N,62.99866699,CCMSLIB00000077021
MLS001076321-01! M+H,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,DKGZKTPJOSAWFA-UHFFFAOYSA-N,20.00111256,CCMSLIB00000085089
MLS001077311-01!2062-78-4 M+H,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,31.99611745,CCMSLIB00000085145
MLS000860042-01!Pirfenidone M+H,Cc1ccc(=O)n(-c2ccccc2)c1,ISWRGOKTTBVCFA-UHFFFAOYSA-N,199.9935216,CCMSLIB00000085154
MLS002153778-01!Zoxazolamine61-80-3 M+H,Nc1nc2cc(Cl)ccc2o1,YGCODSQDUUUKIV-UHFFFAOYSA-N,116.997918,CCMSLIB00000085555
MLS002153829-01!Cefotetan69712-56-7 M+H,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,SRZNHPXWXCNNDU-UHFFFAOYSA-N,5999.66646,CCMSLIB00000085609
MLS002153927-01!Sulmazole73384-60-8 M+H,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,XMFCOYRWYYXZMY-UHFFFAOYSA-N,99.99860796,CCMSLIB00000085721
MLS002154125-01!Oxyphenbutazone129-20-4 M+H,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,HFHZKZSRXITVMK-UHFFFAOYSA-N,178.0109748,CCMSLIB00000085768
MLS001146918-01! M+H,CCN(CC)C(=O)c1ccc(O)c(OC)c1,BQJODPIMMWWMFC-UHFFFAOYSA-N,29.99973127,CCMSLIB00000085813
MLS002154135-01!Ioxaglic acid59017-64-0 M+H,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,TYYBFXNZMFNZJT-UHFFFAOYSA-N,10700.14336,CCMSLIB00000086006
Pesticide1_Trichlorfon_C4H8Cl3O4P_Cekufon M+H,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,NFACJZMKEDPNKN-UHFFFAOYSA-N,149.9959212,CCMSLIB00001058639
MMV004168 M+H,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,WEUCDJCFJHYFRL-UHFFFAOYSA-N,20.00254083,CCMSLIB00004722096
Spectral Match to Cromolyn from NIST14 M+H,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,IMZMKUWMOSJXDT-UHFFFAOYSA-N,1600.102484,CCMSLIB00003134785
Spectral Match to Acebutolol from NIST14 M+H,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-N,3.999619537,CCMSLIB00003135332
Spectral Match to Isoxsuprine from NIST14 M+H,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,57.00264775,CCMSLIB00003137950
Spectral Match to Diatrizoic acid from NIST14 M+NH4,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,YVPYQUNUQOZFHG-UHFFFAOYSA-N,13199.89248,CCMSLIB00003139191
Spectral Match to Nefopam from NIST14 M+H,CN1CCOC(c2ccccc2)c2ccccc2C1,RGPDEAGGEXEMMM-UHFFFAOYSA-N,19.99960527,CCMSLIB00003139439
Spectral Match to Cefuroxime from NIST14 M+Na,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,JFPVXVDWJQMJEE-UHFFFAOYSA-N,1500.031811,CCMSLIB00003139846
GLUCURONOLACTONE [M-H]-,O=CC(O)C1OC(=O)C(O)C1O,UYUXSRADSPPKRZ-UHFFFAOYSA-N,939.9786507,CCMSLIB00005720669
Gentamycin_20eV M+H,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CEAZRRDELHUEMR-UHFFFAOYSA-N,183.9988443,CCMSLIB00005723272
furfural M+H,O=Cc1ccco1,BBNYLDSWVXSNOQ-UHFFFAOYSA-N,260.4985168,CCMSLIB00006674365
(Z)-chlorfenvinfos [M+H]+,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,FSAVDKDHPDSCTO-UHFFFAOYSA-N,51.00382959,CCMSLIB00006581688
RIFAMYCIN CollisionEnergy:102040 M-H,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,HJYYPODYNSCCOU-UHFFFAOYSA-N,350.0110352,CCMSLIB00010107983
BSPBio_001473 CollisionEnergy:102040 M-H,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,JJSYXNQGLHBRRK-UHFFFAOYSA-N,0.074991946,CCMSLIB00010111678
tubocurarine CollisionEnergy:102040 M+H],COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,0.499964739,CCMSLIB00010112220
nicergoline CollisionEnergy:102040 M+H,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,YSEXMKHXIOCEJA-UHFFFAOYSA-N,20.00024775,CCMSLIB00010112595
AC1MJ3VH CollisionEnergy:102040 M+H,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,STQGQHZAVUOBTE-UHFFFAOYSA-N,3.999802854,CCMSLIB00010113575
patulin CollisionEnergy:102040 M+H,O=C1C=C2C(=CCOC2O)O1,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,9.999935121,CCMSLIB00010114520
plicamycin CollisionEnergy:102040 M-H,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,CFCUWKMKBJTWLW-UHFFFAOYSA-N,0.249987099,CCMSLIB00010114561
Morphine M+H,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,BQJCRHHNABKAKU-UHFFFAOYSA-N,152.5598591,CCMSLIB00008851323
propoxyphene M+H,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,XLMALTXPSGQGBX-UHFFFAOYSA-N,29.00179395,CCMSLIB00009919371
Desipramine M+H,CNCCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH-UHFFFAOYSA-N,25.00112615,CCMSLIB00009919495
MDMA M+H,CNC(C)Cc1ccc2c(c1)OCO2,SHXWCVYOXRDMCX-UHFFFAOYSA-N,13.99956531,CCMSLIB00009919511
PIRENZEPINE [M+H]+,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,RMHMFHUVIITRHF-UHFFFAOYSA-N,62.4982214,CCMSLIB00012465045
FENSPIRIDE [M+Na]+,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,FVNFBBAOMBJTST-UHFFFAOYSA-N,73.99801031,CCMSLIB00012465050
SULFAMONOMETHOXINE [M+H]+,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,WMPXPUYPYQKQCX-UHFFFAOYSA-N,792.0028263,CCMSLIB00012465093
RITODRINE [M+H]+,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,IOVGROKTTNBUGK-UHFFFAOYSA-N,127.9959911,CCMSLIB00012465110
METAPROTERENOL [M+K]+,CC(C)NCC(O)c1cc(O)cc(O)c1,LMOINURANNBYCM-UHFFFAOYSA-N,29.99985803,CCMSLIB00012465155
OXYPHENCYCLIMINE [M+H]+,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,DUDKAZCAISNGQN-UHFFFAOYSA-N,46.99249542,CCMSLIB00012465241
PROPAFENONE [M+H]+,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,JWHAUXFOSRPERK-UHFFFAOYSA-N,9.998506373,CCMSLIB00012465246
NAFCILLIN [M+H]+,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,GPXLMGHLHQJAGZ-UHFFFAOYSA-N,633.025962,CCMSLIB00012465283
CEFAZOLIN [M+H]+,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,MLYYVTUWGNIJIB-UHFFFAOYSA-N,2199.908033,CCMSLIB00012465305
CEFOXITIN [M+H]+,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,WZOZEZRFJCJXNZ-UHFFFAOYSA-N,10000.93577,CCMSLIB00012465429
ANTAZOLINE [M+H]+,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,REYFJDPCWQRWAA-UHFFFAOYSA-N,29.99886945,CCMSLIB00012465453
CEFMETAZOLE [M+Na]+,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,SNBUBQHDYVFSQF-UHFFFAOYSA-N,1599.843916,CCMSLIB00012465532
CEFOTAXIME [M+H]+,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,GPRBEKHLDVQUJE-UHFFFAOYSA-N,1500.085625,CCMSLIB00012465899
CEPHAPIRIN [M+Na]+,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,UQLLWWBDSUHNEB-UHFFFAOYSA-N,2500.165302,CCMSLIB00012465917
NICARDIPINE [M+H]+,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,4.999655915,CCMSLIB00012466001
PIPERACILLIN [M+H]+,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,IVBHGBMCVLDMKU-UHFFFAOYSA-N,6000.417343,CCMSLIB00012466179
HETACILLIN [M+H]+,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,DXVUYOAEDJXBPY-UHFFFAOYSA-N,2200.129919,CCMSLIB00012466399
DYCLONINE [M+H]+,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,9.499376344,CCMSLIB00012466764
TRIACETIN [M+H]+,CC(=O)OCC(COC(C)=O)OC(C)=O,URAYPUMNDPQOKB-UHFFFAOYSA-N,1499.965628,CCMSLIB00012466917
AMSACRINE [M+H]+,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,XCPGHVQEEXUHNC-UHFFFAOYSA-N,6.250508307,CCMSLIB00012467211
PIPERIDOLATE [M+H]+,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,KTHVBAZBLKXIHZ-UHFFFAOYSA-N,34.99610433,CCMSLIB00012467422
ADIPHENINE [M+H]+,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,AGJBLWCLQCKRJP-UHFFFAOYSA-N,35.68274864,CCMSLIB00012467580
TRIFLUPROMAZINE [M+H]+,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,XSCGXQMFQXDFCW-UHFFFAOYSA-N,16.99879407,CCMSLIB00012467759
MEXILETINE [M+H]+,Cc1cccc(C)c1OCC(C)N,VLPIATFUUWWMKC-UHFFFAOYSA-N,18.99968204,CCMSLIB00012467877
THIAMYLAL [M+H]+,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N,31.99937095,CCMSLIB00012468637
ASTEMIZOLE [M+H]+,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,GXDALQBWZGODGZ-UHFFFAOYSA-N,21.80090324,CCMSLIB00012468653
DINITOLMIDE [M+H]+,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],ZEFNOZRLAWVAQF-UHFFFAOYSA-N,74.99999993,CCMSLIB00012468696
ALPRENOLOL [M+H]+,C=CCc1ccccc1OCC(O)CNC(C)C,PAZJSJFMUHDSTF-UHFFFAOYSA-N,17.99971126,CCMSLIB00012468724
CYCLOLEUCINE [M+Na]+,NC1(C(=O)O)CCCC1,NILQLFBWTXNUOE-UHFFFAOYSA-N,300.0023228,CCMSLIB00012471014
TULOBUTEROL [M+H]+,CC(C)(C)NCC(O)c1ccccc1Cl,YREYLAVBNPACJM-UHFFFAOYSA-N,44.99901196,CCMSLIB00012471367
ANCITABINE [M+H]+,N=c1ccn2c(n1)OC1C(O)C(CO)OC12,BBDAGFIXKZCXAH-UHFFFAOYSA-N,343.9938904,CCMSLIB00012471429
