name,Canonical SMILES,InChIKey,SPECTRUMID,Toxicity Value
Glutamic acid M+H,NC(CCC(=O)O)C(=O)O,WHUUTDBJXJRKMK-UHFFFAOYSA-N,CCMSLIB00003740029,2300
Glyphosate [M+H+] M+H,O=C(O)CNCP(=O)(O)O,XDDAORKBJWWYJS-UHFFFAOYSA-N,CCMSLIB00004684327,3799.932575
Methamphetamine M+H,CNC(C)Cc1ccccc1,MYWUZJCMWCOHBA-UHFFFAOYSA-N,CCMSLIB00004722181,10.4995075
Amoxicilin - Dark Web Drugs M+H,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,LSQZJLSUYDQPKJ-UHFFFAOYSA-N,CCMSLIB00005434444,12499.62371
Ethylenediaminetetraacetic acid EDTA M+H,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,KCXVZYZYPLLWCC-UHFFFAOYSA-N,CCMSLIB00005435779,2299.968522
ADIPATE M+Na,O=C(O)CCCCC(=O)O,WNLRTRBMVRJNCN-UHFFFAOYSA-N,CCMSLIB00005436137,10999.84947
RIBITOL M+Na,OCC(O)C(O)C(O)CO,HEBKCHPVOIAQTA-UHFFFAOYSA-N,CCMSLIB00005436148,25000.65728
SALICYLAMIDE M+H,NC(=O)c1ccccc1O,SKZKKFZAGNVIMN-UHFFFAOYSA-N,CCMSLIB00005436155,3200.04667
BENZYL ALCOHOL M+H,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,CCMSLIB00005436190,1040
Atropine M+H,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-UHFFFAOYSA-N,CCMSLIB00005720151,600.0518358
Orcinol M+H,Cc1cc(O)cc(O)c1,OIPPWFOQEKKFEE-UHFFFAOYSA-N,CCMSLIB00005721071,2400.019333
h_61_17_epioxandrolone M+H,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,QSLJIVKCVHQPLV-UHFFFAOYSA-N,CCMSLIB00005723835,4999.249455
4-AMINOBENZOATE - 20.0 eV M+H,Nc1ccc(C(=O)O)cc1,ALYNCZNDIQEVRV-UHFFFAOYSA-N,CCMSLIB00005883526,2138.956159
NICOTINATE - 20.0 eV M+H,O=C(O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,CCMSLIB00005883658,4549.963045
"3,4-DIHYDROXY-L-PHENYLALANINE - 20.0 eV M+H",NC(Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-UHFFFAOYSA-N,CCMSLIB00005883814,706.2948897
BIS(3-AMINOPROPYL)AMINE - 20.0 eV M+H,NCCCNCCCN,OTBHHUPVCYLGQO-UHFFFAOYSA-N,CCMSLIB00005883922,209.9951988
L-CARNITINE - 20.0 eV M+H,C[N+](C)(C)CC(O)CC(=O)O,PHIQHXFUZVPYII-UHFFFAOYSA-O,CCMSLIB00005884287,5400.033292
5-HYDROXY-L-TRYPTOPHAN - 20.0 eV M+H,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,LDCYZAJDBXYCGN-UHFFFAOYSA-N,CCMSLIB00005884711,284.9896469
Carbenoxolone M+H,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,OBZHEBDUNPOCJG-UHFFFAOYSA-N,CCMSLIB00006126866,2000.115634
Methamidophos M+H,COP(N)(=O)SC,NNKVPIKMPCQWCG-UHFFFAOYSA-N,CCMSLIB00006718059,9.999858289
"2,4-Dinitrophenol M-H",O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,UFBJCMHMOXMLKC-UHFFFAOYSA-N,CCMSLIB00006718064,30.00048882
Diethyltoluamide (DEET) M+H,CCN(CC)C(=O)c1cccc(C)c1,MMOXZBCLCQITDF-UHFFFAOYSA-N,CCMSLIB00006718072,1583.966874
Hydroquinone M+H,Oc1ccc(O)cc1,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,CCMSLIB00006718073,199.9963675
methylphenidate M+H,COC(=O)C(c1ccccc1)C1CCCCN1,DUGOZIWVEXMGBE-UHFFFAOYSA-N,CCMSLIB00010011922,899.9961418
Flurbiprofen M-H,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,SYTBZMRGLBWNTM-UHFFFAOYSA-N,CCMSLIB00010011931,289.9940637
Benzoic acid M-H,O=C(O)c1ccccc1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,CCMSLIB00010012074,1999.950868
Enrofloxacin M+H,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,SPFYMRJSYKOXGV-UHFFFAOYSA-N,CCMSLIB00011427557,499.9986086
Sulfadimethoxine-d6 M+H,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,ZZORFUFYDOWNEF-UHFFFAOYSA-N,CCMSLIB00011428615,999.9838876
Isophorone M+H,CC1=CC(=O)CC(C)(C)C1,HJOVHMDZYOCNQW-UHFFFAOYSA-N,CCMSLIB00012052585,1419.999999
Bupivacaine M+H,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-UHFFFAOYSA-N,CCMSLIB00012176188,17.99781582
Diethyl Phthalate M+H,CCOC(=O)c1ccccc1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,CCMSLIB00012194725,1000.000001
DIETHANOLAMINE M+H,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,CCMSLIB00013583122,2200.062774
URACIL M+H,O=c1cc[nH]c(=O)[nH]1,ISAKRJDGNUQOIC-UHFFFAOYSA-N,CCMSLIB00013583142,10000.17843
Diclofenac [M+H]+,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N,CCMSLIB00015625747,156.971903
Warfarin [M+H]+,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N,CCMSLIB00015625754,799.9143774
Bumetanide [M+H]+,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,CCMSLIB00015625758,349.97791
Promethazine [M+H]+,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,PWWVAXIEGOYWEE-UHFFFAOYSA-N,CCMSLIB00015625804,579.9429029
Indomethacin M+H,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,CCMSLIB00000004233,135.0026412
Tretinoin M+H,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,SHGAZHPCJJPHSC-UHFFFAOYSA-N,CCMSLIB00000004323,1959.726004
Sotalol M+H,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-N,CCMSLIB00000004499,999.9999996
Sulfisoxazole M+H,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,NHUHCSRWZMLRLA-UHFFFAOYSA-N,CCMSLIB00000004605,20000.00001
Natamycin M+H,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,NCXMLFZGDNKEPB-UHFFFAOYSA-N,CCMSLIB00000004692,1419.929611
Dipyridamole M+H,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,IZEKFCXSFNUWAM-UHFFFAOYSA-N,CCMSLIB00000004982,4249.696813
Furosemide M+H,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,CCMSLIB00000005254,799.9782309
Etoposide M+H,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,VJJPUSNTGOMMGY-UHFFFAOYSA-N,CCMSLIB00000005536,147.009491
Chlorprothixene M+H,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,WSPOMRSOLSGNFJ-UHFFFAOYSA-N,CCMSLIB00000006200,182.0178616
Phenylbutazone M+H,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,CCMSLIB00000006293,781.0481182
Tranilast M+H,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,NZHGWWWHIYHZNX-UHFFFAOYSA-N,CCMSLIB00000006383,2624.711308
Malotilate [M+Na],CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,YPIQVCUJEKAZCP-UHFFFAOYSA-N,CCMSLIB00000078021,706.0244807
Aniracetam [M+H],COc1ccc(C(=O)N2CCCC2=O)cc1,ZXNRTKGTQJPIJK-UHFFFAOYSA-N,CCMSLIB00000078081,1999.999999
Sulfasalazine (Azulfidine) [M+H],O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,NCEXYHBECQHGNR-UHFFFAOYSA-N,CCMSLIB00000078189,7500.000006
Thiabendazole [M+H],c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY-UHFFFAOYSA-N,CCMSLIB00000078268,3849.923483
Flubendazole (Flutelmium) [M+H],COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CPEUVMUXAHMANV-UHFFFAOYSA-N,CCMSLIB00000078310,2559.934628
Bifonazole [M+H],c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,CCMSLIB00000078316,4000.000002
Tolfenamic acid [M+H],Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,YEZNLOUZAIOMLT-UHFFFAOYSA-N,CCMSLIB00000078358,561.9828205
Rebamipide [M+H],O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,ALLWOAVDORUJLA-UHFFFAOYSA-N,CCMSLIB00000078401,3000.064725
Nitrendipine [M+H],CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,PVHUJELLJLJGLN-UHFFFAOYSA-N,CCMSLIB00000078489,2500.235869
Phenacetin [M+H],CCOc1ccc(NC(C)=O)cc1,CPJSUEIXXCENMM-UHFFFAOYSA-N,CCMSLIB00000078517,2500.01395
Acemetacin (Emflex) [M+H],COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,FSQKKOOTNAMONP-UHFFFAOYSA-N,CCMSLIB00000078527,299.979078
Moguisteine [M+Na],CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC,WSYVIAQNTFPTBI-UHFFFAOYSA-N,CCMSLIB00000078575,2827.891685
Ornidazole [M+H],Cc1ncc([N+](=O)[O-])n1CC(O)CCl,IPWKIXLWTCNBKN-UHFFFAOYSA-N,CCMSLIB00000078579,1999.92715
Amidopyrine [M+H],Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,CCMSLIB00000078610,599.9766533
"""7-nitro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one"" [M+H]",O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC-UHFFFAOYSA-N,CCMSLIB00000078921,519.9981508
OXAPROZIN [M+H],O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N,CCMSLIB00000078946,171.9870994
LEVOSULPIRIDE [M+H],CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCMSLIB00000078968,2449.252995
TRICLABENDAZOLE [M+H],CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,NQPDXQQQCQDHHW-UHFFFAOYSA-N,CCMSLIB00000078991,206.0200465
rufloxacin monohydrochloride [M+H],CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,NJCJBUHJQLFDSW-UHFFFAOYSA-N,CCMSLIB00000079024,659.9745749
Tramadol [M+H],COc1cccc(C2(O)CCCCC2CN(C)C)c1,TVYLLZQTGLZFBW-UHFFFAOYSA-N,CCMSLIB00000079046,499.9791176
Doxylamine  M+H,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,HCFDWZZGGLSKEP-UHFFFAOYSA-N,CCMSLIB00000079106,249.9944522
"""1H-Imidazol-2-amine, N-(2,6-dichlorophenyl)-4,5-dihydro- [CAS]"" [M+H]",Clc1cccc(Cl)c1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,CCMSLIB00000079123,79.99721854
Trazodone hydrochloride 25332-39-2 [M+H],O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,PHLBKPHSAVXXEF-UHFFFAOYSA-N,CCMSLIB00000079178,560.0421644
Labetalol  M+H,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,CCMSLIB00000077054,1249.954325
MLS000111555-01! M+H,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,GRTOGORTSDXSFK-UHFFFAOYSA-N,CCMSLIB00000079416,499.9517636
MLS000516055-01! M+H,CCN(CC)C(=O)Cc1ccccc1,UXDAWVUDZLBBAM-UHFFFAOYSA-N,CCMSLIB00000080248,634.9867203
MLS002415725-01! M+H,C=CCOC(=O)c1ccccc1C(=O)OCC=C,QUDWYFHPNIMBFC-UHFFFAOYSA-N,CCMSLIB00000080495,1699.986193
MLS002207244-01!Thiophanate M23564-05-8 M+H,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,QGHREAKMXXNCOA-UHFFFAOYSA-N,CCMSLIB00000084811,2269.986738
MLS001201741-01!Phentolamine M+H,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,MRBDMNSDAVCSSF-UHFFFAOYSA-N,CCMSLIB00000084971,1999.936025
MLS001148124-01! M+H,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,BFCDFTHTSVTWOG-UHFFFAOYSA-N,CCMSLIB00000085090,1195.095579
MLS001077311-01!2062-78-4 M+H,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,CCMSLIB00000085145,39.99514682
MLS002701928-01! M+H,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,AVOLMBLBETYQHX-UHFFFAOYSA-N,CCMSLIB00000085228,448.9837072
MLS002154123-01!Piretanide55837-27-9 M+H,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,UJEWTUDSLQGTOA-UHFFFAOYSA-N,CCMSLIB00000085312,959.9814564
MLS001148121-01! M+H,Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N,CCMSLIB00000085432,3650.071508
MLS002153860-01!Trolox53188-07-1 M+H,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,GLEVLJDDWXEYCO-UHFFFAOYSA-N,CCMSLIB00000085558,1999.968039
"""MLS000028644-01!3-(3,4-DIHYDROXYPHENYL)-2-METHYL-L-ALANINE"" M+H",CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CJCSPKMFHVPWAR-UHFFFAOYSA-N,CCMSLIB00000085614,712.9763703
MLS001066617-01!DANAZOL M+H,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,POZRVZJJTULAOH-UHFFFAOYSA-N,CCMSLIB00000085695,5000.548205
MLS002207187-01!TEMEPHOS3383-96-8 M+H,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,WWJZWCUNLNYYAU-UHFFFAOYSA-N,CCMSLIB00000085758,313.0140906
MLS002152928-01!92-84-2 M+H,c1ccc2c(c1)Nc1ccccc1S2,WJFKNYWRSNBZNX-UHFFFAOYSA-N,CCMSLIB00000085764,3999.839416
MLS002207243-01!Diazinon333-41-5 M+H,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,FHIVAFMUCKRCQO-UHFFFAOYSA-N,CCMSLIB00000085870,142.9990601
MLS002207196-01!Dimethoate60-51-5 M+H,CNC(=O)CSP(=S)(OC)OC,MCWXGJITAZMZEV-UHFFFAOYSA-N,CCMSLIB00000085896,300.0484162
MLS000756891-01!Oxamniquine M+H,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,XCGYUJZMCCFSRP-UHFFFAOYSA-N,CCMSLIB00000085979,499.9821012
MLS002207036-01!Propachlor1918-16-7 M+H,CC(C)N(C(=O)CCl)c1ccccc1,MFOUDYKPLGXPGO-UHFFFAOYSA-N,CCMSLIB00000085991,391.9962965
MLS002222329-01!26305-03-3 M+H,CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C,FAXGPCHRFPCXOO-UHFFFAOYSA-N,CCMSLIB00000086129,1999.988336
MLS001056774-01!S(?)-Pindolol M+H,CC(C)NCC(O)COc1cccc2[nH]ccc12,JZQKKSLKJUAGIC-UHFFFAOYSA-N,CCMSLIB00000086181,649.9842954
"Pesticide3_Fenuron_C9H12N2O_Urea, N,N-dimethyl-N'-phenyl- M+H",CN(C)C(=O)Nc1ccccc1,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,CCMSLIB00001058211,4699.771018
"Pesticide3_Fluometuron_C10H11F3N2O_Urea, N,N-dimethyl-N'-[3-(trifluoromethyl)phenyl]- M+H",CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,RZILCCPWPBTYDO-UHFFFAOYSA-N,CCMSLIB00001058223,2499.94617
"Pesticide3_Linuron_C9H10Cl2N2O2_Urea, N'-(3,4-dichlorophenyl)-N-methoxy-N-methyl- M+H",CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,XKJMBINCVNINCA-UHFFFAOYSA-N,CCMSLIB00001058258,2249.936772
Pesticide10_Carbendazim_C9H9N3O2_mecarzole M+H,COC(=O)Nc1nc2ccccc2[nH]1,TWFZGCMQGLPBSX-UHFFFAOYSA-N,CCMSLIB00001058284,8160.000008
"Pesticide9_Mexacarbate_C12H18N2O2_4-(Dimethylamino)-3,5-dimethylphenyl methylcarbamate M+H",CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,YNEVBPNZHBAYOA-UHFFFAOYSA-N,CCMSLIB00001058314,36.99866842
"Pesticide2_Thidiazuron_C9H8N4OS_1-Phenyl-3-(1,2,3-thiadiazol-5-yl)urea M+H",O=C(Nc1ccccc1)Nc1cnns1,HFCYZXMHUIHAQI-UHFFFAOYSA-N,CCMSLIB00001058322,7099.774353
"Pesticide2_Tebuthiuron_C9H16N4OS_Urea, N-[5-(1,1-dimethylethyl)-1,3,4-thiadiazol-2-yl]-N,N'-dimethyl- M+H",CNC(=O)N(C)c1nnc(C(C)(C)C)s1,HBPDKDSFLXWOAE-UHFFFAOYSA-N,CCMSLIB00001058342,285.9987472
"Pesticide5_Ethofumesate_C13H18O5S_2-Ethoxy-3,3-dimethyl-2,3-dihydro-1-benzofuran-5-yl methanesulfonate M+K",CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,IRCMYGHHKLLGHV-UHFFFAOYSA-N,CCMSLIB00001058478,1000.003492
"Pesticide5_Bupirimate_C13H24N4O3S_Sulfamic acid, N,N-dimethyl-, 5-butyl-2-(ethylamino)-6-methyl-4-pyrimidinyl ester M+H",CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,DSKJPMWIHSOYEA-UHFFFAOYSA-N,CCMSLIB00001058510,1999.955756
"Pesticide4_Triadimefon_C14H16ClN3O2_2-Butanone, 1-(4-chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)- M+H",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,WURBVZBTWMNKQT-UHFFFAOYSA-N,CCMSLIB00001058516,499.9931912
Pesticide6_Ethirimol_C11H19N3O_882476 M+H,CCCCc1c(C)[nH]c(NCC)nc1=O,BBXXLROWFHWFQY-UHFFFAOYSA-N,CCMSLIB00001058541,999.9856665
"Pesticide6_Paclobutrazol_C30H40Cl2N6O2_1H-1,2,4-Triazole-1-ethanol, beta-[(4-chlorophenyl)methyl]-alpha-(1,1-dimethylethyl)- M+H",CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,RMOGWMIKYWRTKW-UHFFFAOYSA-N,CCMSLIB00001058548,839.9771271
"Pesticide4_Amitraz_C19H23N3_N'-(2,4-Dimethylphenyl)-N-{(E)-[(2,4-dimethylphenyl)imino]methyl}-N-methylimidoformamide M+H",Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,QXAITBQSYVNQDR-UHFFFAOYSA-N,CCMSLIB00001058578,99.99522858
"Pesticide6_Diclobutrazol_C15H19Cl2N3O_1-(2,4-Dichlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)-3-pentanol M+H",CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,URDNHJIVMYZFRT-UHFFFAOYSA-N,CCMSLIB00001058579,3999.475997
"Pesticide6_Tebuconazole_C16H22ClN3O_1-(4-Chlorophenyl)-4,4-dimethyl-3-(1H-1,2,4-triazol-1-ylmethyl)-3-pentanol M+H",CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,PXMNMQRDXWABCY-UHFFFAOYSA-N,CCMSLIB00001058588,999.9837573
Pesticide1_Omethoate_C5H12NO4PS_ M+H,CNC(=O)CSP(=O)(OC)OC,PZXOQEXFMJCDPG-UHFFFAOYSA-N,CCMSLIB00001058630,49.99882734
Pesticide1_Monocrotophos_C7H14NO5P_Dimethyl (2E)-4-(methylamino)-4-oxo-2-buten-2-yl phosphate M+H,CNC(=O)C=C(C)OP(=O)(OC)OC,KRTSDMXIXPKRQR-UHFFFAOYSA-N,CCMSLIB00001058634,44.99899182
Pesticide1_Trichlorfon_C4H8Cl3O4P_Cekufon M+H,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,NFACJZMKEDPNKN-UHFFFAOYSA-N,CCMSLIB00001058639,159.9956495
"Pesticide1_Vamidothion_C8H18NO4PS2_Phosphorothioic acid, O,O-dimethyl S-[2-[[1-methyl-2-(methylamino)-2-oxoethyl]thio]ethyl] ester M+H",CNC(=O)C(C)SCCSP(=O)(OC)OC,LESVOLZBIFDZGS-UHFFFAOYSA-N,CCMSLIB00001058650,159.9760565
Pesticide1_Carbaryl_C12H11NO2_1-Naphthyl methylcarbamate M+H,CNC(=O)Oc1cccc2ccccc12,CVXBEEMKQHEXEN-UHFFFAOYSA-N,CCMSLIB00001058720,709.9823586
MMV001499 M+H,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,ARFHIAQFJWUCFH-UHFFFAOYSA-N,CCMSLIB00004722097,1999.951272
Usnic acid [2M-2H+Na],CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(=C(C)O)C(=O)C12C,WEYVVCKOOFYHRW-UHFFFAOYSA-N,CCMSLIB00005718996,499.9724093
Spectral Match to Cromolyn from NIST14 M+H,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,IMZMKUWMOSJXDT-UHFFFAOYSA-N,CCMSLIB00003134785,8000.512414
Spectral Match to Acebutolol from NIST14 M+H,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-N,CCMSLIB00003135332,295.9718459
Spectral Match to Triethanolamine from NIST14 M+H,OCCN(CCO)CCO,GSEJCLTVZPLZKY-UHFFFAOYSA-N,CCMSLIB00003135968,2200.000001
Spectral Match to Butoxycarboxim from NIST14 M+Na,CNC(=O)ON=C(C)C(C)S(C)(=O)=O,CTJBHIROCMPUKL-UHFFFAOYSA-N,CCMSLIB00003136034,274.9925765
"Spectral Match to 1,4-Benzenediamine, N-phenyl- from NIST14 M+H",Nc1ccc(Nc2ccccc2)cc1,ATGUVEKSASEFFO-UHFFFAOYSA-N,CCMSLIB00003138733,4999.945724
Spectral Match to 2-tert-Butyl-4-(5-tert-butyl-4-hydroxy-2-methylphenyl)sulfanyl-5-methylphenol from NIST14 M+H,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,HXIQYSLFEXIOAV-UHFFFAOYSA-N,CCMSLIB00003139496,3199.580527
