name,Canonical SMILES,InChIKey,Toxicity Value,SPECTRUMID
"[(1S,2R,3R,4R,5R,6S,7S,8R,9R,13R,14R,16S,17S,18R)-8-acetyloxy-11-ethyl-5,7,14-trihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate M+H",CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,XFSBVAOIAHNAPC-UHFFFAOYSA-N,0.149655634,CCMSLIB00012079744
Procainamide M+H,CCN(CC)CCNC(=O)c1ccc(N)cc1,REQCZEXYDRLIBE-UHFFFAOYSA-N,169.9992776,CCMSLIB00012176191
THIAMINE PYROPHOSPHATE M+H,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,AYEKOFBPNLCAJY-UHFFFAOYSA-O,510.0000001,CCMSLIB00013583349
Colchicine [M+Na]+,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,IAKHMKGGTNLKSZ-UHFFFAOYSA-N,0.249973088,CCMSLIB00015625813
Phenylbutazone M+H,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,100.0061613,CCMSLIB00000006293
Mefenamic Acid [M+H],Cc1cccc(Nc2ccccc2C(=O)O)c1C,HYYBABOKPJLUIN-UHFFFAOYSA-N,99.99585571,CCMSLIB00000078649
NCGC00022001-07!PODOPHYLLOTOXIN M+H,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,YJGVMLPVUAXIQN-UHFFFAOYSA-N,1.699958979,CCMSLIB00000078798
Perphenazine aka 2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethanol M+H,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,RGCVKNLCSQQDEP-UHFFFAOYSA-N,35.00181944,CCMSLIB00000076970
MLS002702983-01! M+H,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,LPMXVESGRSUGHW-UHFFFAOYSA-N,0.105363926,CCMSLIB00000079543
"NCGC00347381-02!(3S,5S,8R,9S,10S,13R,14S,17R)-5,14-dihydroxy-13-methyl-17-(6-oxopyran-3-yl)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-10-carbaldehyde M+H",CC12CCC3C(CCC4(O)CC(OC5OC(CO)C(O)C(O)C5O)CCC34C=O)C1(O)CCC2c1ccc(=O)oc1,AXUYMUBJXHVZEL-UHFFFAOYSA-N,0.099990495,CCMSLIB00000847503
"NCGC00347423-02!3-[(3S,5S,8R,10S,13R,14S,17R)-3-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one M+NH4",CC12CCC(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,RIPMDUQTRRLJTE-UHFFFAOYSA-N,4.589980297,CCMSLIB00000848084
"NCGC00169458-03!5-[(3S,8R,10R,13R,14S,17R)-14-hydroxy-10,13-dimethyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one M+H",CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,MYEJFUXQJGHEQK-UHFFFAOYSA-N,0.110987868,CCMSLIB00000848836
"NCGC00347770-02_C23H32O4_Carda-5,20(22)-dienolide, 3,14-dihydroxy-, (3beta,9xi)- M+H",CC12CCC(O)CC1=CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,ZICGJBPBLVXOBM-UHFFFAOYSA-N,1.279982819,CCMSLIB00000849354
"NCGC00385369-01_C32H48O9_Card-20(22)-enolide, 16-(acetyloxy)-3-[(2,6-dideoxy-3-O-methylhexopyranosyl)oxy]-14-hydroxy-, (3beta,5beta,8xi,9xi,16beta)- M+H",COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1O,JLPDBLFIVFSOCC-UHFFFAOYSA-N,0.276380953,CCMSLIB00000849439
"NCGC00169509-02_C30H44O9_(3beta,5beta)-3-[(2,6-Dideoxy-3-O-methyl-beta-D-ribo-hexopyranosyl)oxy]-5,14-dihydroxy-19-oxocard-20(22)-enolide M+H",COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,XQCGNURMLWFQJR-UHFFFAOYSA-N,0.095004675,CCMSLIB00000850881
"NCGC00384513-01_C42H64O19_(3beta,5alpha,9xi)-3-{[beta-D-Glucopyranosyl-(1->6)-beta-D-glucopyranosyl-(1->4)-6-deoxy-3-O-methyl-beta-L-idopyranosyl]oxy}-14-hydroxy-19-oxocard-20(22)-enolide M+H",COC1C(O)C(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,WPNLWBRKPZXVGD-UHFFFAOYSA-N,0.084994645,CCMSLIB00000850906
"NCGC00385359-01_C30H46O7_(3beta,8xi,9xi)-3-[(2,6-Dideoxy-3-O-methylhexopyranosyl)oxy]-14-hydroxycard-20(22)-enolide M+H",COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O,YBZZSZQZDODUAA-UHFFFAOYSA-N,0.320060012,CCMSLIB00000852196
"NCGC00180641-02_C30H46O8_Card-20(22)-enolide, 3-[(6-deoxy-3-O-methyl-alpha-L-glucopyranosyl)oxy]-14-hydroxy-, (3beta,5beta,8xi,9xi,17alpha)- M+H",COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,VPUNMTHWNSJUOG-UHFFFAOYSA-N,0.221401367,CCMSLIB00000852853
"NCGC00385195-01_C35H52O14_Carda-5,20(22)-dienolide, 3-[(2-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy]-14-hydroxy-, (3beta)- M+Na",CC12CCC(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC1=CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,BPYRVOCFRMKMIP-UHFFFAOYSA-N,4.47208343,CCMSLIB00000853506
"NCGC00386008-01_C29H44O8_Card-20(22)-enolide, 3-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-14-hydroxy-, (3beta,9xi)- M+H",CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O,WQMLFJWIKARBFW-UHFFFAOYSA-N,1.332094655,CCMSLIB00000853643
"NCGC00385999-01_C29H44O10_Card-20(22)-enolide, 3-(beta-D-glucopyranosyloxy)-5,14-dihydroxy-, (3alpha,5beta,8xi,9xi)- M+H",CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1(O)CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,FECZMYDDHKVQIA-UHFFFAOYSA-N,0.120008468,CCMSLIB00000854903
"NCGC00168912-02_C42H66O17_Card-20(22)-enolide, 3-[[O-hexopyranosyl-(1->6)-O-hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methylhexopyranosyl]oxy]-14-hydroxy-, (3beta,8xi,9xi,14xi,17xi)- M+NH4",COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,ITKDSJDYFJAVTJ-UHFFFAOYSA-N,0.300009609,CCMSLIB00000855681
MLS000860042-01!Pirfenidone M+H,Cc1ccc(=O)n(-c2ccccc2)c1,ISWRGOKTTBVCFA-UHFFFAOYSA-N,39.99870427,CCMSLIB00000085154
MLS001148144-01! M+H,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6COC(=O)C6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,ZTFGOPUOTATSAL-UHFFFAOYSA-N,370.0157668,CCMSLIB00000085422
MLS002153969-01!Strophanthidin66-28-4 M+H,CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,ODJLBQGVINUMMR-UHFFFAOYSA-N,0.223998338,CCMSLIB00000085839
MLS002154093-01!Azapropazone13539-59-8 M+H,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,MPHPHYZQRGLTBO-UHFFFAOYSA-N,499.9966708,CCMSLIB00000086152
Spectral Match to Diatrizoic acid from NIST14 M+NH4,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,YVPYQUNUQOZFHG-UHFFFAOYSA-N,11299.90798,CCMSLIB00003139191
Gentamycin_20eV M+H,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CEAZRRDELHUEMR-UHFFFAOYSA-N,87.99944723,CCMSLIB00005723272
tubocurarine CollisionEnergy:102040 M+H],COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,0.399971791,CCMSLIB00010112220
CYTISINE(LABURNIN) M+H,O=c1cccc2n1CC1CNCC2C1,ANJTVLIZGCUXLD-UHFFFAOYSA-N,0.399987385,CCMSLIB00011428069
PIRACETAM [M+Na]+,NC(=O)CN1CCCC1=O,GMZVRMREEHBGGF-UHFFFAOYSA-N,10000.14068,CCMSLIB00012465228
THIAMYLAL [M+H]+,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N,27.49945944,CCMSLIB00012468637
PYRITINOL [M+H]+,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,SIXLXDIJGIWWFU-UHFFFAOYSA-N,124.0067305,CCMSLIB00012468821
CONVALLATOXIN [M+Na]+,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,HULMNSIAKWANQO-UHFFFAOYSA-N,0.084278342,CCMSLIB00012471055
TOLPERISONE [M+H]+,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,FSKFPVLPFLJRQB-UHFFFAOYSA-N,39.99902184,CCMSLIB00012471571
NEOSTIGMINE [M]+,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,ALWKGYPQUAPLQC-UHFFFAOYSA-N,0.170995405,CCMSLIB00012278672
Benzoylaconine [M+H]+,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,DHJXZSFKLJCHLH-UHFFFAOYSA-N,23.99964219,CCMSLIB00012280966
Telocinobufagin [M+H]+,CC12CCC(O)CC1(O)CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O,PBSOJKPTQWWJJD-UHFFFAOYSA-N,0.099992299,CCMSLIB00012282257
Aconine [M+H]+,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,SQMGCPHFHQGPIF-UHFFFAOYSA-N,399.999199,CCMSLIB00012298003
Acetrizoic acid [M+H]+,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,GNOGSFBXBWBTIG-UHFFFAOYSA-N,5599.969828,CCMSLIB00012301625
Gamabufotalin [M+H]+,CC12CCC(O)CC1CCC1C2C(O)CC2(C)C(c3ccc(=O)oc3)CCC12O,FMTLOAVOGWSPEF-UHFFFAOYSA-N,0.099992299,CCMSLIB00012335107
Bufotalin [M+H]+,CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1c1ccc(=O)oc1,VOZHMAYHYHEWBW-UHFFFAOYSA-N,0.136009789,CCMSLIB00012338771
Cinobufotalin [M+H]+,CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4(O)CC(O)CCC34C)C23OC13,KBKUJJFDSHBPPA-UHFFFAOYSA-N,0.199977756,CCMSLIB00012353413
NCGC00385745-01 [M+NH4]+,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,ITYAEKHTQKSNBZ-UHFFFAOYSA-N,0.362010153,CCMSLIB00012449186
thiamine disulfide [M+H]+,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,GFEGEDUIIYDMOX-UHFFFAOYSA-N,499.9804524,CCMSLIB00013052194
Dimemorfan [M+H]+,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,KBEZZLAAKIIPFK-UHFFFAOYSA-N,22.59955756,CCMSLIB00013065615
deslanoside [M+FA]-,CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1,OBATZBGFDSVCJD-UHFFFAOYSA-N,0.230002439,CCMSLIB00012308400
NCGC00384917-01 [M+FA]-,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1O,QBILRDAMJUPXCX-UHFFFAOYSA-N,0.087302281,CCMSLIB00012432397
Coniine_CE15 M+H,CCCC1CCCCN1,NDNUANOUGZGEPO-UHFFFAOYSA-N,2.99997642,CCMSLIB00013936915
Propanidid [CCS=195.956] [M+H]+,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,KEJXLQUPYHWCNM-UHFFFAOYSA-N,79.9962064,CCMSLIB00016264503
Butobendine [CCS=240.428] [M+H]+,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(CC)COC(=O)c1cc(OC)c(OC)c(OC)c1,ZKSIPEYIAHUPNM-UHFFFAOYSA-N,2.499838903,CCMSLIB00016267131
OXYFEDRINE [CCS=185.702] [M+H]+,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,GDYUVHBMFVMBAF-UHFFFAOYSA-N,21.20020293,CCMSLIB00016267339
Cerberin [CCS=244.89395141601562] [M+H]+,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=O,UYQMTWMXBKEHJQ-UHFFFAOYSA-N,0.146993118,CCMSLIB00016226380
fentonium [M+H]+,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,CSYZZFNWCDOVIM-UHFFFAOYSA-N,9.999669833,CCMSLIB00016145645
BENZOCTAMINE [M+H]+,CNCC12CCC(c3ccccc31)c1ccccc12,GNRXCIONJWKSEA-UHFFFAOYSA-N,9.997714128,CCMSLIB00016146914
Lanatoside B [M+H]+,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,XVAPNQFQPDAROQ-UHFFFAOYSA-N,0.387989366,CCMSLIB00016149003
Periplocymarin [M+H]+,COC1CC(OC2CCC3(C)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,XRWQBDJPMXRDOQ-UHFFFAOYSA-N,0.188815607,CCMSLIB00006422927
Periplogenin [M+H]+,CC12CCC(O)CC1(O)CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,QJPCKAJTLHDNCS-UHFFFAOYSA-N,0.719963126,CCMSLIB00006425578
"4-((10S,13R)-3-(((2R,3R,4R,6R)-3,4-dihydroxy-6-methyl-5-(((3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)tetrahydro-2H-pyran-2-yl)oxy)-14-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)furan-2(5H)-one [M+H]+",CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,OQZGLOBKVNEEPK-UHFFFAOYSA-N,0.682995999,CCMSLIB00006428076
"(10S,13R)-3-(((2R,4S,6R)-5-(((4S,6R)-5-(((4S,5S,6R)-4,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-14-hydroxy-10,13-dimethyl-17-(5-oxo-2,5-dihydrofuran-3-yl)hexadecahydro-1H-cyclopenta[a]phenanthren-16-yl acetate [M+H]+",CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,NEBPBFLVSYFRQE-UHFFFAOYSA-N,0.610010377,CCMSLIB00006433977
Massbank:KO000833 Glycolate|Hydroxyacetic acid|Glycolic acid M-H,O=C(O)CO,AEMRFAOFKBGASW-UHFFFAOYSA-N,999.9868509,CCMSLIB00005728101
Massbank:EQ311504 Parathion|diethoxy-(4-nitrophenoxy)-sulfanylidene-$l^{5}-phosphane M+H,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,LCCNCVORNKJIRZ-UHFFFAOYSA-N,2.999948499,CCMSLIB00005730802
Massbank:PS035407 Thioglycolic acid solution|Mercaptoacetic acid|Mercaptoethanoic acid|Thioglycolate|Thiovanic acid|TGA|Mercaptoacetate M+H,O=C(O)CS,CWERGRDVMFNCDR-UHFFFAOYSA-N,175.0018998,CCMSLIB00005757365
