name,Canonical SMILES,InChIKey,Toxicity Value,SPECTRUMID
GITOXIN [M+K]+,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,LKRDZKPBAOKJBT-UHFFFAOYSA-N,24.99843142,CCMSLIB00012470521
CONVALLATOXIN [M+Na]+,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,HULMNSIAKWANQO-UHFFFAOYSA-N,3.64970171,CCMSLIB00012471055
NEOSTIGMINE [M]+,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,ALWKGYPQUAPLQC-UHFFFAOYSA-N,7.448799847,CCMSLIB00012278672
Carindacillin [M+H]+,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,JIRBAUWICKGBFE-UHFFFAOYSA-N,500.03134,CCMSLIB00013059323
Dichlofluanid M+H,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,WURGXGVFSMYFCG-UHFFFAOYSA-N,999.888968,CCMSLIB00012728818
Difenacoum M+H,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,FVQITOLOYMWVFU-UHFFFAOYSA-N,99.99325119,CCMSLIB00012728819
Dimefox_CE15 M+H,CN(C)P(=O)(F)N(C)C,PGJBQBDNXAZHBP-UHFFFAOYSA-N,1.999935117,CCMSLIB00013938497
Tridemorph_CE15 M+H,CCCCCCCCCCCCCN1CC(C)OC(C)C1,YTOPFCCWCSOHFV-UHFFFAOYSA-N,539.9509966,CCMSLIB00013939361
Fluridone_CE15 M+H,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,YWBVHLJPRPCRSD-UHFFFAOYSA-N,249.984058,CCMSLIB00013939459
Brodifacoum_CE15 M+H,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,VEUZZDOCACZPRY-UHFFFAOYSA-N,24.99875817,CCMSLIB00013939802
Coumatetralyl_CE15 M+H,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,ULSLJYXHZDTLQK-UHFFFAOYSA-N,49.9941847,CCMSLIB00013940075
Fenitrothion_CE30 M+H,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,142.0010243,CCMSLIB00013940292
Sulfotep_CE15 M+H,CCOP(=S)(OCC)OP(=S)(OCC)OCC,XIUROWKZWPIAIB-UHFFFAOYSA-N,2.999767313,CCMSLIB00013940306
Amidantel [CCS=170.975] [M+H]+,COCC(=O)Nc1ccc(N=C(C)N(C)C)cc1,MKFMTNNOZQXQBP-UHFFFAOYSA-N,749.9879673,CCMSLIB00016267670
Noxiptiline [CCS=177.995] [M+H]+,CN(C)CCON=C1c2ccccc2CCc2ccccc21,GPTURHKXTUDRPC-UHFFFAOYSA-N,200.0013585,CCMSLIB00016268852
Nabilone [CCS=208.578] [M+H]+,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,GECBBEABIDMGGL-UHFFFAOYSA-N,0.999868474,CCMSLIB00016268919
Caramiphen [CCS=173.396] [M+H]+,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,OFAIGZWCDGNZGT-UHFFFAOYSA-N,389.9743966,CCMSLIB00016269106
Glisoxepide [CCS=200.45046997070312] [M+H]+,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,ZKUDBRCEOBOWLF-UHFFFAOYSA-N,3999.706364,CCMSLIB00016224680
medazepam [M+H]+,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,YLCXGBZIZBEVPZ-UHFFFAOYSA-N,749.9639906,CCMSLIB00016143780
Levofenfluramine [M+H]+,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-UHFFFAOYSA-N,59.99974053,CCMSLIB00016146448
Bromisoval [M-H]-,CC(C)C(Br)C(=O)NC(N)=O,CMCCHHWTTBEZNM-UHFFFAOYSA-N,449.9999995,CCMSLIB00016153395
phenobarbital [M-H]-,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N,174.9932182,CCMSLIB00016155375
L-menthol (known isomers: 2; isobaric peaks: 2) M+H,CC1CCC(C(C)C)C(O)C1,NOOLISFMXDJSKH-UHFFFAOYSA-N,799.9539256,CCMSLIB00015090374
"(2R,3R,4S)-6-(((2R,4S)-6-(((2R,4S,6R)-6-(((10S,13S,17S)-12,14-dihydroxy-10,13-dimethyl-17-(5-oxo-2,5-dihydrofuran-3-yl)hexadecahydro-1H-cyclopenta[a]phenanthren-3-yl)oxy)-4-hydroxy-2-methyltetrahydro-2H-pyran-3-yl)oxy)-4-hydroxy-2-methyltetrahydro-2H-pyran-3-yl)oxy)-3-hydroxy-2-methyltetrahydro-2H-pyran-4-yl acetate [M+H]+",CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,HWKJSYYYURVNQU-UHFFFAOYSA-N,0.200003402,CCMSLIB00006433323
"(10S,13R)-3-(((2R,4S,6R)-5-(((4S,6R)-5-(((4S,5S,6R)-4,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-14-hydroxy-10,13-dimethyl-17-(5-oxo-2,5-dihydrofuran-3-yl)hexadecahydro-1H-cyclopenta[a]phenanthren-16-yl acetate [M+H]+",CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,NEBPBFLVSYFRQE-UHFFFAOYSA-N,0.120002041,CCMSLIB00006433977
"Massbank:EA025301 Bentazone|2,2-bis(oxidanylidene)-3-propan-2-yl-1H-2$l^{6},1,3-benzothiadiazin-4-one [M+H]+",CC(C)N1C(=O)c2ccccc2NS1(=O)=O,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,499.9916762,CCMSLIB00000207778
Massbank:UF415901 2-Hyroxybiphenyl|2-phenylphenol [M+H]+,Oc1ccccc1-c1ccccc1,LLEMOWNGBBNAJR-UHFFFAOYSA-N,499.9970623,CCMSLIB00000223811
Massbank:UF413118 Chlormequat|2-chloroethyl(trimethyl)azanium M,C[N+](C)(C)CCCl,JUZXDNPBRPUIOR-UHFFFAOYSA-N,7.000057087,CCMSLIB00005726300
"Massbank:EQ309905 Oryzalin|4-(dipropylamino)-3,5-dinitro-benzenesulfonamide M+H",CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],UNAHYJYOSSSJHH-UHFFFAOYSA-N,999.9855651,CCMSLIB00005730064
Massbank:EQ365654 Bromadiolone|3-[3-[4-(4-bromophenyl)phenyl]-3-hydroxy-1-phenylpropyl]-4-hydroxychromen-2-one M-H,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,OWNRRUFOJXFKCU-UHFFFAOYSA-N,24.99933639,CCMSLIB00005730095
"Massbank:EA008764 Ioxynil|4-Hydroxy-3,5-diiodobenzonitrile|3,5-bis(iodanyl)-4-oxidanyl-benzenecarbonitrile M-H",N#Cc1cc(I)c(O)c(I)c1,NRXQIUSYPAHGNM-UHFFFAOYSA-N,74.99898905,CCMSLIB00005730370
Massbank:EQ311504 Parathion|diethoxy-(4-nitrophenoxy)-sulfanylidene-$l^{5}-phosphane M+H,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,LCCNCVORNKJIRZ-UHFFFAOYSA-N,0.929984035,CCMSLIB00005730802
"Massbank:EQ312052 4,6-dinitro-o-cresol|DNOC|2-methyl-4,6-dinitro-phenol M-H",Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,ZXVONLUNISGICL-UHFFFAOYSA-N,49.99899058,CCMSLIB00005731419
"Massbank: Mefruside|4-Chloro-N1-methyl-N1-[(2-methyloxolan-2-yl)methyl]benzene-1,3-disulfonamide M+H",CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,SMNOERSLNYGGOU-UHFFFAOYSA-N,5000.117525,CCMSLIB00005753341
Massbank:LU113651 1-Naphthol|naphthalen-1-ol M-H,Oc1cccc2ccccc12,KJCVRFUGPWSIIH-UHFFFAOYSA-N,133.9972117,CCMSLIB00005760032
Massbank:LU062303 Pirimiphos-ethyl M+H,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,TZBPRYIIJAJUOY-UHFFFAOYSA-N,24.99970006,CCMSLIB00005760987
