name,Canonical SMILES,InChIKey,SPECTRUMID,Toxicity Value
Sparfloxacin M+H,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,DZZWHBIBMUVIIW-UHFFFAOYSA-N,CCMSLIB00000081722,1999.969418
Ofloxacin M+H,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,CCMSLIB00000081724,2426.824665
Ciprofloxacin M+H,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CCMSLIB00000081726,4999.894365
4-Methylumbelliferone M+H,Cc1cc(=O)oc2cc(O)ccc12,HSHNITRMYYLLCV-UHFFFAOYSA-N,CCMSLIB00000081742,2849.983819
Rosamicin M+H,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1C,IUPCWCLVECYZRV-UHFFFAOYSA-N,CCMSLIB00000223877,999.9192097
Glicirrizic acid M-H,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,LPLVUJXQOOQHMX-UHFFFAOYSA-N,CCMSLIB00000424731,5865.210378
NARCOTIN M+H,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,AKNNEGZIBPJZJG-UHFFFAOYSA-N,CCMSLIB00000424733,1142.047931
Silibinin M+Na,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,SEBFKMXJBCUCAI-UHFFFAOYSA-N,CCMSLIB00000424779,1599.864026
Allantoin M+Na,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB-UHFFFAOYSA-N,CCMSLIB00000424784,8000.151782
Pilocarpine M+H,CCC1C(=O)OCC1Cc1cncn1C,QCHFTSOMWOSFHM-UHFFFAOYSA-N,CCMSLIB00000424786,154.2717454
Coumarin M+H,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,CCMSLIB00000424787,195.9932944
Papaverine M+H,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,XQYZDYMELSJDRZ-UHFFFAOYSA-N,CCMSLIB00000424788,145.1244878
Quinidine M+H,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-UHFFFAOYSA-N,CCMSLIB00000424789,701.8041137
Theobromine M+H,Cn1cnc2c1c(=O)[nH]c(=O)n2C,YAPQBXQYLJRXSA-UHFFFAOYSA-N,CCMSLIB00000424791,836.9674803
Vanillin M+H,COc1cc(C=O)ccc1O,MWOOGOJBHIARFG-UHFFFAOYSA-N,CCMSLIB00000424792,3925.025799
Yohimbine M+H,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,BLGXFZZNTVWLAY-UHFFFAOYSA-N,CCMSLIB00000424794,41.46703241
Ibuprofen M+H,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,CCMSLIB00000424946,739.9820631
_130029 M+H,COc1cc(=O)oc(C=CC=CC=CC(C)=CC2(C)OC(C)C(C)(O)C2O)c1C,JLSVDPQAIKFBTO-UHFFFAOYSA-N,CCMSLIB00000478462,29.00093665
Mycophenolic acid_130117 M+H,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-UHFFFAOYSA-N,CCMSLIB00000478521,976.0506312
Piperyline M+H,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCC1,GQIJYUMTOUBHSH-UHFFFAOYSA-N,CCMSLIB00000566778,759.9831937
Chromomycin A3 M+H,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,ZYVSOIYQKUDENJ-UHFFFAOYSA-N,CCMSLIB00000574574,1.430931064
Bis(2-ethylhexyl) phthalate M+H,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,BJQHLKABXJIVAM-UHFFFAOYSA-N,CCMSLIB00000574967,1500.138261
Antimycin A1 M+H,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,UIFFUZWRFRDZJC-UHFFFAOYSA-N,CCMSLIB00000578442,54.9966918
ECG (CG) M+H,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,LSHVYAFMTMFKBA-UHFFFAOYSA-N,CCMSLIB00000578444,1000.054253
Brucine - CASMI2016 Category 1 - Challenge 9 M+H,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,RRKTZKIUPZVBMF-UHFFFAOYSA-N,CCMSLIB00000579298,150.0110274
Flavone - CASMI2016 Category 1 - Challenge 12 M+H,O=c1cc(-c2ccccc2)oc2ccccc12,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,CCMSLIB00000579301,2499.966254
Enoxolone M+H,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,MPDGHEJMBKOTSU-UHFFFAOYSA-N,CCMSLIB00000579309,560.0071388
lovastatin M+H,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,PCZOHLXUXFIOCF-UHFFFAOYSA-N,CCMSLIB00000839194,999.8838205
captopril M+H,CC(CS)C(=O)N1CCCC1C(=O)O,FAKRSMQSSFJEIM-UHFFFAOYSA-N,CCMSLIB00000840557,2500.000001
Perondropril M+H,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,IPVQLZZIHOAWMC-UHFFFAOYSA-N,CCMSLIB00002053741,2500.176405
Tobramycin [2M+H] 2M+H,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,NLVFBUXFDBBNBW-UHFFFAOYSA-N,CCMSLIB00003142414,11499.50804
Ampicillin M+H,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,AVKUERGKIZMTKX-UHFFFAOYSA-N,CCMSLIB00003739946,6398.97515
Nalidixic Acid M+H,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCMSLIB00003739951,571.9778332
Penicillin G M+H,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,JGSARLDLIJGVTE-UHFFFAOYSA-N,CCMSLIB00003739952,5001.44428
Tetrodotoxin M+H,NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO,CFMYXEVWODSLAX-UHFFFAOYSA-N,CCMSLIB00003740012,0.334
Glycine M+H,NCC(=O)O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,CCMSLIB00003740023,3089.589439
Aspartic acid M+H,NC(CC(=O)O)C(=O)O,CKLJMWTZIZZHCS-UHFFFAOYSA-N,CCMSLIB00003740024,4810.40096
Glutamic acid M+H,NC(CCC(=O)O)C(=O)O,WHUUTDBJXJRKMK-UHFFFAOYSA-N,CCMSLIB00003740029,6372.85237
Histidine M+H,NC(Cc1cnc[nH]1)C(=O)O,HNDVDQJCIGZPNO-UHFFFAOYSA-N,CCMSLIB00003740030,14999.32326
Pristimerin M+H,COC(=O)C1(C)CCC2(C)CCC3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)C4(C)CCC3(C)C2C1,JFACETXYABVHFD-UHFFFAOYSA-N,CCMSLIB00004679171,7999.207995
Dextromethorphan M+H,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,CCMSLIB00004679246,176.7240629
Dextrorphan M+H,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,JAQUASYNZVUNQP-UHFFFAOYSA-N,CCMSLIB00004679248,326.4372214
Mescaline M+H,COc1cc(CCN)cc(OC)c1OC,RHCSKNNOAZULRK-UHFFFAOYSA-N,CCMSLIB00004679310,852.4777537
Amphetamine M+H,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,CCMSLIB00004679311,40.00000004
Ketamine M+H,CNC1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-N,CCMSLIB00004679319,616.9740467
Phencyclidine M+H,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,CCMSLIB00004679320,76.32935823
Codeine M+H,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,OROGSEYTTFOCAN-UHFFFAOYSA-N,CCMSLIB00004679363,307.3690876
Cocaine M+H,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,ZPUCINDJVBIVPJ-UHFFFAOYSA-N,CCMSLIB00004679364,97.98714122
Methadone M+H,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-N,CCMSLIB00004679365,102.190765
Cannabinol M+H,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,VBGLYOIFKLUMQG-UHFFFAOYSA-N,CCMSLIB00004679366,13498.39099
(-)-epigallocatechin gallate M+H,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,WMBWREPUVVBILR-UHFFFAOYSA-N,CCMSLIB00004681469,1473.17233
Deoxynivalenol M+H,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,LINOMUASTDIRTM-UHFFFAOYSA-N,CCMSLIB00004681484,45.99860282
T-2 Toxin M+Na,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,BXFOFFBJRFZBQZ-UHFFFAOYSA-N,CCMSLIB00004681488,3.799780075
HT-2 Toxin M+NH4,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2,PNKLMTPXERFKEN-UHFFFAOYSA-N,CCMSLIB00004681490,3.80008952
canadine M+H,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4,VZTUIEROBZXUFA-UHFFFAOYSA-N,CCMSLIB00004681493,940.0249267
3-Methoxyphenol_CID10_170919 M-H,COc1cccc(O)c1,ASHGTJPOSUFTGB-UHFFFAOYSA-N,CCMSLIB00004682164,312.002513
Glyphosate [M+H+] M+H,O=C(O)CNCP(=O)(O)O,XDDAORKBJWWYJS-UHFFFAOYSA-N,CCMSLIB00004684327,1567.972179
4(3H)-quinazolinone  M+H,O=c1nc[nH]c2ccccc12,QMNUDYFKZYBWQX-UHFFFAOYSA-N,CCMSLIB00004684335,609.0041677
2-methyl-4(3H)-quinazolinone M+H,Cc1nc(=O)c2ccccc2[nH]1,FIEYHAAMDAPVCH-UHFFFAOYSA-N,CCMSLIB00004684337,858.9678233
Sibiromycin hemiaminal M+H,CC=CC1=CN2C(=O)c3cc(OC4OC(C)C(NC)C(C)(O)C4O)c(C)c(O)c3NC(O)C2C1,RAGFPHFDFVNLCG-UHFFFAOYSA-N,CCMSLIB00004721935,0.458959461
Lincomycin A M+H,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,OJMMVQQUTAEWLP-UHFFFAOYSA-N,CCMSLIB00004721938,8335.743221
Buprenorphine M+H,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,RMRJXGBAOAMLHD-UHFFFAOYSA-N,CCMSLIB00004722159,456.0214083
Nordazepam M+H,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,AKPLHCDWDRPJGD-UHFFFAOYSA-N,CCMSLIB00004722170,669.9777267
Methamphetamine M+H,CNC(C)Cc1ccccc1,MYWUZJCMWCOHBA-UHFFFAOYSA-N,CCMSLIB00004722181,41.7780694
huperzine A M+H,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,ZRJBHWIHUMBLCN-UHFFFAOYSA-N,CCMSLIB00004746755,5.199957084
Pyrrolnitrin;3-Chloro-4-(3-chloro-2-nitrophenyl)pyrrole_HCD30 M-H,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,QJBZDBLBQWFTPZ-UHFFFAOYSA-N,CCMSLIB00004746756,999.9766602
Amoxicilin - Dark Web Drugs M+H,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,LSQZJLSUYDQPKJ-UHFFFAOYSA-N,CCMSLIB00005434444,24999.24743
Azithromycin - Dark Web Drugs M+H,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,MQTOSJVFKKJCRP-UHFFFAOYSA-N,CCMSLIB00005434451,3000.016019
Cephalexin - Dark Web Drugs M+H,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,CCMSLIB00005434461,1495.017213
Clavulanic Acid - Dark Web Drugs 2M-H+Na,O=C(O)C1C(=CCO)OC2CC(=O)N21,HZZVJAQRINQKSD-UHFFFAOYSA-N,CCMSLIB00005434466,4525.954552
Simvastatin M+NH4 M+NH4,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,RYMZZMVNJRMUDD-UHFFFAOYSA-N,CCMSLIB00005435656,3000.186344
Alamethicin M+H,CC(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)Cc1ccccc1)C(C)C)C(C)C,LGHSQOCGTJHDIL-UHFFFAOYSA-N,CCMSLIB00005435775,79.9983303
Nystatin M+H,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,VQOXZBDYSJBXMA-UHFFFAOYSA-N,CCMSLIB00005435898,7999.939529
Pentostatin M+2H,OCC1OC(n2cnc3c2NC=NCC3O)CC1O,FPVKHBSQESCIEP-UHFFFAOYSA-N,CCMSLIB00005435936,226.9974614
Lyngbyatoxin A putative or close isomer M+H M+H,C=CC(C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)C)N2C,KISDGNGREAJPQR-UHFFFAOYSA-N,CCMSLIB00005435950,1.999872039
Cholic acid 3M+NH4,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,BHQCQFFYRZLCQQ-UHFFFAOYSA-N,CCMSLIB00005435972,3446.914741
Pivampicillin M+Na,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,ZEMIJUDPLILVNQ-UHFFFAOYSA-N,CCMSLIB00005436022,2818.659449
Laurotetanine M+H,COc1cc2c(cc1O)CC1NCCc3cc(OC)c(OC)c-2c31,GVVXPMORGFYVOO-UHFFFAOYSA-N,CCMSLIB00005436056,450.0274906
Norglaucine M+H,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)NCC3,MZSUVQFIWWXTFR-UHFFFAOYSA-N,CCMSLIB00005436057,449.9907731
N-methylaurotetanine  M+H,COc1cc2c(cc1O)CC1c3c(cc(OC)c(OC)c3-2)CCN1C,ZFLRVRLYWHNAEC-UHFFFAOYSA-N,CCMSLIB00005436059,449.9907731
Glaucine M+H,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,RUZIUYOSRDWYQF-UHFFFAOYSA-N,CCMSLIB00005436061,446.2801891
ADIPATE M+Na,O=C(O)CCCCC(=O)O,WNLRTRBMVRJNCN-UHFFFAOYSA-N,CCMSLIB00005436137,3376.342395
3-HYDROXYBENZOATE M-H,O=C(O)c1cccc(O)c1,IJFXRHURBJZNAO-UHFFFAOYSA-N,CCMSLIB00005436139,1999.971038
RIBITOL M+Na,OCC(O)C(O)C(O)CO,HEBKCHPVOIAQTA-UHFFFAOYSA-N,CCMSLIB00005436148,12500.32863
SALICYLAMIDE M+H,NC(=O)c1ccccc1O,SKZKKFZAGNVIMN-UHFFFAOYSA-N,CCMSLIB00005436155,300.004375
PYRIDOXAL M+H,Cc1ncc(CO)c(C=O)c1O,RADKZDMFGJYCBB-UHFFFAOYSA-N,CCMSLIB00005436172,1419.825172
SEBACATE M-H,O=C(O)CCCCCCCCC(=O)O,CXMXRPHRNRROMY-UHFFFAOYSA-N,CCMSLIB00005436182,5999.999999
CELLOBIOSE M+Na,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,GUBGYTABKSRVRQ-UHFFFAOYSA-N,CCMSLIB00005436183,44000.38567
BENZYL ALCOHOL M+H,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,CCMSLIB00005436190,1360
1-PHENYLETHANOL M+H,CC(O)c1ccccc1,JMSUNAQVHOHLMX-UHFFFAOYSA-N,CCMSLIB00005436191,585.6015131
"""2,5-DIHYDROXYBENZOATE"" M-H",O=C(O)c1cc(O)ccc1O,WXTMDXOMEHJXQO-UHFFFAOYSA-N,CCMSLIB00005436203,4499.970807
SORBITOL M+Na,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-UHFFFAOYSA-N,CCMSLIB00005436207,19788.6685
ARABINOSE M+Na,O=CC(O)C(O)C(O)CO,PYMYPHUHKUWMLA-UHFFFAOYSA-N,CCMSLIB00005436214,22999.99998
"""N,N-DIMETHYL-1,4-PHENYLENEDIAMINE"" M+H",CN(C)c1ccc(N)cc1,BZORFPDSXLZWJF-UHFFFAOYSA-N,CCMSLIB00005436226,29.99823783
2-METHYLMALEATE M-H,CC(=CC(=O)O)C(=O)O,HNEGQIOMVPPMNR-UHFFFAOYSA-N,CCMSLIB00005436233,2260.017373
MYOINOSITOL M+Na,OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N ,CCMSLIB00005436247,10000.22202
Anthranilate M+H,Nc1ccccc1C(=O)O,RWZYAGGXGHYGMB-UHFFFAOYSA-N,CCMSLIB00005436471,1400.020417
Meropenem M+H,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,DMJNNHOOLUXYBV-UHFFFAOYSA-N,CCMSLIB00005436472,5000.391166
cinnamic acid M+H,O=C(O)C=Cc1ccccc1,WBYWAXJHAXSJNI-UHFFFAOYSA-N,CCMSLIB00005463755,4999.966256
Isoxaben M+H,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,PMHURSZHKKJGBM-UHFFFAOYSA-N,CCMSLIB00005466087,10000
Imazapyr M+H,CC(C)C1(C)NC(c2ncccc2C(=O)O)=NC1=O,CLQMBPJKHLGMQK-UHFFFAOYSA-N,CCMSLIB00005466089,1999.992345
KU002-2 M+H,CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(CO)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,FBSKJMQYURKNSU-UHFFFAOYSA-N,CCMSLIB00005716581,5000.064042
Atropine M+H,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-UHFFFAOYSA-N,CCMSLIB00005720151,75.00647948
Cepharanthine M+H,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,YVPXVXANRNDGTA-UHFFFAOYSA-N,CCMSLIB00005720154,1899.940498
Inosine M+H,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,UGQMRVRMYYASKQ-UHFFFAOYSA-N,CCMSLIB00005720163,20000.07455
Laurolitsine M+H,COc1cc2c(cc1O)CC1NCCc3cc(O)c(OC)c-2c31,KYVJVURXKAZJRK-UHFFFAOYSA-N,CCMSLIB00005720164,449.9238879
Nicotine M+H,CN1CCCC1c1cccnc1,SNICXCGAKADSCV-UHFFFAOYSA-N,CCMSLIB00005720169,3.339876478
Scopolamine M+H,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,STECJAGHUSJQJN-UHFFFAOYSA-N,CCMSLIB00005720181,1404.949284
Sparteine M+H,C1CCN2CC3CC(CN4CCCCC34)C2C1,SLRCCWJSBJZJBV-UHFFFAOYSA-N,CCMSLIB00005720183,277.4804511
Tetrahydropalmatine M+H,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,AEQDJSLRWYMAQI-UHFFFAOYSA-N,CCMSLIB00005720184,1174.791862
Tetrandrine M+H,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,WVTKBKWTSCPRNU-UHFFFAOYSA-N,CCMSLIB00005720185,6399.362834
