name,Canonical SMILES,InChIKey,SPECTRUMID,Toxicity Value
Catechin M+H,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,CCMSLIB00000081476,99.99965552
"2,6-di-tert-butyl-4-methylphenol M-H",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,NLZUEZXRPGMBCV-UHFFFAOYSA-N,CCMSLIB00000081568,179.9950989
Pseudoephedrine M+H,CNC(C)C(O)c1ccccc1,KWGRBVOPPLSCSI-UHFFFAOYSA-N,CCMSLIB00000081578,97.50986897
Lauryl sulfate M-H,CCCCCCCCCCCCOS(=O)(=O)O,MOTZDAYCYVMXPC-UHFFFAOYSA-N,CCMSLIB00000081579,117.9986712
Melatonin M+H,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,DRLFMBDRBRZALE-UHFFFAOYSA-N,CCMSLIB00000081598,179.9976754
Propentofylline M+H,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,RBQOQRRFDPXAGN-UHFFFAOYSA-N,CCMSLIB00000081603,106.9979044
Dihydroergotamine M+H,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,LUZRJRNZXALNLM-UHFFFAOYSA-N,CCMSLIB00000081715,118.0022237
Ofloxacin M+H,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,CCMSLIB00000081724,208.0155408
Ciprofloxacin M+H,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CCMSLIB00000081726,156.592376
4-Methylumbelliferone M+H,Cc1cc(=O)oc2cc(O)ccc12,HSHNITRMYYLLCV-UHFFFAOYSA-N,CCMSLIB00000081742,249.9985808
Rosamicin M+H,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1C,IUPCWCLVECYZRV-UHFFFAOYSA-N,CCMSLIB00000223877,154.9874774
Echinomycin M+H,CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C,AUJXLBOHYWTPFV-UHFFFAOYSA-N,CCMSLIB00000223878,0.629011995
"8H-Benzo[g]-1,3benzodioxolo[6,5,4-de]quinolin-8-one M+H",O=C1c2ccccc2-c2c3c(cc4ccnc1c24)OCO3,MUMCCPUVOAUBAN-UHFFFAOYSA-N,CCMSLIB00000224030,119.9986921
Glicirrizic acid M-H,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,LPLVUJXQOOQHMX-UHFFFAOYSA-N,CCMSLIB00000424731,642.8840208
NARCOTIN M+H,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,AKNNEGZIBPJZJG-UHFFFAOYSA-N,CCMSLIB00000424733,82.99478024
Silibinin M+Na,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,SEBFKMXJBCUCAI-UHFFFAOYSA-N,CCMSLIB00000424779,1055.910256
Pilocarpine M+H,CCC1C(=O)OCC1Cc1cncn1C,QCHFTSOMWOSFHM-UHFFFAOYSA-N,CCMSLIB00000424786,124.35822
Papaverine M+H,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,XQYZDYMELSJDRZ-UHFFFAOYSA-N,CCMSLIB00000424788,18.97416911
Quinidine M+H,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-UHFFFAOYSA-N,CCMSLIB00000424789,78.65491835
Theobromine M+H,Cn1cnc2c1c(=O)[nH]c(=O)n2C,YAPQBXQYLJRXSA-UHFFFAOYSA-N,CCMSLIB00000424791,319.9875669
Yohimbine M+H,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,BLGXFZZNTVWLAY-UHFFFAOYSA-N,CCMSLIB00000424794,5.399238255
Emetine M+H,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,AUVVAXYIELKVAI-UHFFFAOYSA-N,CCMSLIB00000424795,16.19834847
Fisetin_120054 M+H,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,XHEFDIBZLJXQHF-UHFFFAOYSA-N,CCMSLIB00000478050,180.0006288
Antimycin A3 M+H,CCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,PVEVXUMVNWSNIG-UHFFFAOYSA-N,CCMSLIB00000531507,0.900036307
Chromomycin A3 M+H,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,ZYVSOIYQKUDENJ-UHFFFAOYSA-N,CCMSLIB00000574574,0.999951829
Bis(2-ethylhexyl) phthalate M+H,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,BJQHLKABXJIVAM-UHFFFAOYSA-N,CCMSLIB00000574967,1060.097704
Antimycin A1 M+H,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,UIFFUZWRFRDZJC-UHFFFAOYSA-N,CCMSLIB00000578442,0.896439245
Antimycin A4 M+H,CCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CCC,GYANSQKXOLFAFP-UHFFFAOYSA-N,CCMSLIB00000578443,0.899907611
trans-Ferulic Acid M+H,COc1cc(C=CC(=O)O)ccc1O,KSEBMYQBYZTDHS-UHFFFAOYSA-N,CCMSLIB00000579282,856.9735202
Phenolsulfonphthalein M+H,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,BELBBZDIHDAJOR-UHFFFAOYSA-N,CCMSLIB00000579283,1368.065624
Brucine - CASMI2016 Category 1 - Challenge 9 M+H,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,RRKTZKIUPZVBMF-UHFFFAOYSA-N,CCMSLIB00000579298,12.00088219
Abietic acid - CASMI2016 Category 1 - Challenge 14 M+H,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,RSWGJHLUYNHPMX-UHFFFAOYSA-N,CCMSLIB00000579303,180.0249952
Enoxolone M+H,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,MPDGHEJMBKOTSU-UHFFFAOYSA-N,CCMSLIB00000579309,74.83410161
Nonactin M+Na,CC1CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)O1,RMIXHJPMNBXMBU-UHFFFAOYSA-N,CCMSLIB00000839970,245.9866474
Aquayamycin M+H,CC1OC(c2ccc3c(c2O)C(=O)C2=C(C3=O)C3(O)C(=O)CC(C)(O)CC3(O)C=C2)CC(O)C1O,KCOULPRVOZDQEL-UHFFFAOYSA-N,CCMSLIB00000840434,12.50069378
captopril M+H,CC(CS)C(=O)N1CCCC1C(=O)O,FAKRSMQSSFJEIM-UHFFFAOYSA-N,CCMSLIB00000840557,662.9999993
medermycin M+H,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(ccc(C3CC(N(C)C)C(O)C(C)O3)c1O)C2=O,NYJGMJFBEVSQNN-UHFFFAOYSA-N,CCMSLIB00001059692,10.00045904
Perondropril M+H,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,IPVQLZZIHOAWMC-UHFFFAOYSA-N,CCMSLIB00002053741,679.0479105
Perondroprilat M+H,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,ODAIHABQVKJNIY-UHFFFAOYSA-N,CCMSLIB00002053742,1999.882497
Tobramycin [2M+H] 2M+H,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,NLVFBUXFDBBNBW-UHFFFAOYSA-N,CCMSLIB00003142414,72.49689848
"Tobramycin, fragment AB or degraded M+H",NC1CC(N)C(OC2OC(CO)C(O)C(N)C2O)C(O)C1O,WPYNTQYMFOTKRF-UHFFFAOYSA-N,CCMSLIB00003142417,999.9814436
Ampicillin M+H,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,AVKUERGKIZMTKX-UHFFFAOYSA-N,CCMSLIB00003739946,4599.842024
Calcimycin M+H,CNc1ccc2oc(CC3OC4(CCC3C)OC(C(C)C(=O)c3ccc[nH]3)C(C)CC4C)nc2c1C(=O)O,HIYAVKIYRIFSCZ-UHFFFAOYSA-N,CCMSLIB00003739947,4.49974218
Nalidixic Acid M+H,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCMSLIB00003739951,100.9960859
N-methyltryptamine M+H,CNCCc1c[nH]c2ccccc12,NCIKQJBVUNUXLW-UHFFFAOYSA-N,CCMSLIB00003740007,77.9968665
Tetrodotoxin M+H,NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO,CFMYXEVWODSLAX-UHFFFAOYSA-N,CCMSLIB00003740012,0.0073
Glycine M+H,NCC(=O)O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,CCMSLIB00003740023,1156.194984
Aspartic acid M+H,NC(CC(=O)O)C(=O)O,CKLJMWTZIZZHCS-UHFFFAOYSA-N,CCMSLIB00003740024,419.9405314
Histidine M+H,NC(Cc1cnc[nH]1)C(=O)O,HNDVDQJCIGZPNO-UHFFFAOYSA-N,CCMSLIB00003740030,1999.90977
"N,N-Dimethyltryptamine M+H",CN(C)CCc1c[nH]c2ccccc12,DMULVCHRPCFFGV-UHFFFAOYSA-N,CCMSLIB00004678664,35.31128951
Bufotenine M+H,CN(C)CCc1c[nH]c2ccc(O)cc12,VTTONGPRPXSUTJ-UHFFFAOYSA-N,CCMSLIB00004678666,24.99963287
Dextromethorphan M+H,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,CCMSLIB00004679246,31.36277066
Dextrorphan M+H,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,JAQUASYNZVUNQP-UHFFFAOYSA-N,CCMSLIB00004679248,44.04927416
Midazolam M+H,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DDLIGBOFAVUZHB-UHFFFAOYSA-N,CCMSLIB00004679251,50.0039905
Mescaline M+H,COc1cc(CCN)cc(OC)c1OC,RHCSKNNOAZULRK-UHFFFAOYSA-N,CCMSLIB00004679310,143.6384978
Amphetamine M+H,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,CCMSLIB00004679311,20.1104432
Ketamine M+H,CNC1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-N,CCMSLIB00004679319,62.19467154
Phencyclidine M+H,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,CCMSLIB00004679320,17.79227932
Codeine M+H,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,OROGSEYTTFOCAN-UHFFFAOYSA-N,CCMSLIB00004679363,61.07401958
Cocaine M+H,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,ZPUCINDJVBIVPJ-UHFFFAOYSA-N,CCMSLIB00004679364,15.65905759
Methadone M+H,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-N,CCMSLIB00004679365,20.10546396
6-Acetylmorphine M+H,CC(=O)OC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,JJGYGPZNTOPXGV-UHFFFAOYSA-N,CCMSLIB00004679368,59.00360434
T-2 Toxin M+Na,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,BXFOFFBJRFZBQZ-UHFFFAOYSA-N,CCMSLIB00004681488,4.199756927
berberine M+,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,YBHILYKTIRIUTE-UHFFFAOYSA-N,CCMSLIB00004681491,7.600745606
canadine M+H,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4,VZTUIEROBZXUFA-UHFFFAOYSA-N,CCMSLIB00004681493,88.88430112
2-Methoxy-4-methylphenol_CID10_170918 M-H,COc1cc(C)ccc1O,PETRWTHZSKVLRE-UHFFFAOYSA-N,CCMSLIB00004682156,75.99669969
Sibiromycin hemiaminal M+H,CC=CC1=CN2C(=O)c3cc(OC4OC(C)C(NC)C(C)(O)C4O)c(C)c(O)c3NC(O)C2C1,RAGFPHFDFVNLCG-UHFFFAOYSA-N,CCMSLIB00004721935,0.057994877
Lincomycin A M+H,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,OJMMVQQUTAEWLP-UHFFFAOYSA-N,CCMSLIB00004721938,213.9763125
Buprenorphine M+H,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,RMRJXGBAOAMLHD-UHFFFAOYSA-N,CCMSLIB00004722159,41.56477486
Methamphetamine M+H,CNC(C)Cc1ccccc1,MYWUZJCMWCOHBA-UHFFFAOYSA-N,CCMSLIB00004722181,12.24687423
Harmine M+H,COc1ccc2c(c1)[nH]c1c(C)nccc12,BXNJHAXVSOCGBA-UHFFFAOYSA-N,CCMSLIB00004722183,46.12981574
huperzine A M+H,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,ZRJBHWIHUMBLCN-UHFFFAOYSA-N,CCMSLIB00004746755,0.629994801
Tryptophol M+H,OCCc1c[nH]c2ccccc12,MBBOMCVGYCRMEA-UHFFFAOYSA-N,CCMSLIB00004752866,179.9955335
Nystatin M+H,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,VQOXZBDYSJBXMA-UHFFFAOYSA-N,CCMSLIB00005435898,4.277817593
Cephamycin C M-H,COC1(NC(=O)CCCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,LXWBXEWUSAABOA-UHFFFAOYSA-N,CCMSLIB00005435930,1999.829765
Pentostatin M+2H,OCC1OC(n2cnc3c2NC=NCC3O)CC1O,FPVKHBSQESCIEP-UHFFFAOYSA-N,CCMSLIB00005435936,121.9986358
Lyngbyatoxin A putative or close isomer M+H M+H,C=CC(C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)C)N2C,KISDGNGREAJPQR-UHFFFAOYSA-N,CCMSLIB00005435950,0.199987204
Cholic acid 3M+NH4,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,BHQCQFFYRZLCQQ-UHFFFAOYSA-N,CCMSLIB00005435972,256.9178561
Pivampicillin M+Na,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,ZEMIJUDPLILVNQ-UHFFFAOYSA-N,CCMSLIB00005436022,149.9818791
Laurotetanine M+H,COc1cc2c(cc1O)CC1NCCc3cc(OC)c(OC)c-2c31,GVVXPMORGFYVOO-UHFFFAOYSA-N,CCMSLIB00005436056,90.00549818
Norglaucine M+H,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)NCC3,MZSUVQFIWWXTFR-UHFFFAOYSA-N,CCMSLIB00005436057,89.99815468
N-methylaurotetanine  M+H,COc1cc2c(cc1O)CC1c3c(cc(OC)c(OC)c3-2)CCN1C,ZFLRVRLYWHNAEC-UHFFFAOYSA-N,CCMSLIB00005436059,89.99815468
Glaucine M+H,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,RUZIUYOSRDWYQF-UHFFFAOYSA-N,CCMSLIB00005436061,72.73917524
ADIPATE M+Na,O=C(O)CCCCC(=O)O,WNLRTRBMVRJNCN-UHFFFAOYSA-N,CCMSLIB00005436137,349.8523255
RIBITOL M+Na,OCC(O)C(O)C(O)CO,HEBKCHPVOIAQTA-UHFFFAOYSA-N,CCMSLIB00005436148,8500.223475
SALICYLAMIDE M+H,NC(=O)c1ccccc1O,SKZKKFZAGNVIMN-UHFFFAOYSA-N,CCMSLIB00005436155,313.0045647
PSICOSE M-H,OCC1(O)OCC(O)C(O)C1O,LKDRXBCSQODPBY-UHFFFAOYSA-N,CCMSLIB00005436164,9400.208709
PYRIDOXAL M+H,Cc1ncc(CO)c(C=O)c1O,RADKZDMFGJYCBB-UHFFFAOYSA-N,CCMSLIB00005436172,389.9906675
CELLOBIOSE M+Na,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,GUBGYTABKSRVRQ-UHFFFAOYSA-N,CCMSLIB00005436183,26800.23487
BENZYL ALCOHOL M+H,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,CCMSLIB00005436190,324
"""2,5-DIHYDROXYBENZOATE"" M-H",O=C(O)c1cc(O)ccc1O,WXTMDXOMEHJXQO-UHFFFAOYSA-N,CCMSLIB00005436203,373.9975734
SORBITOL M+Na,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-UHFFFAOYSA-N,CCMSLIB00005436207,8415.10814
ARABINOSE M+Na,O=CC(O)C(O)C(O)CO,PYMYPHUHKUWMLA-UHFFFAOYSA-N,CCMSLIB00005436214,11300
OXOGLUTARATE M-H,O=C(O)CCC(=O)C(=O)O,KPGXRSRHYNQIFN-UHFFFAOYSA-N,CCMSLIB00005436237,142.001944
ETHYL 3-INDOLEACETATE M+H,CCOC(=O)Cc1c[nH]c2ccccc12,HUDBDWIQSIGUDI-UHFFFAOYSA-N,CCMSLIB00005436250,55.99972448
Anthranilate M+H,Nc1ccccc1C(=O)O,RWZYAGGXGHYGMB-UHFFFAOYSA-N,CCMSLIB00005436471,500.0072921
Meropenem M+H,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,DMJNNHOOLUXYBV-UHFFFAOYSA-N,CCMSLIB00005436472,2650.207315
cinnamic acid M+H,O=C(O)C=Cc1ccccc1,WBYWAXJHAXSJNI-UHFFFAOYSA-N,CCMSLIB00005463755,379.9974352
scopoletin M+H,COc1cc2ccc(=O)oc2cc1O,RODXRVNMMDRFIK-UHFFFAOYSA-N,CCMSLIB00005463769,349.9999998
Heliotrine M+H,COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,LMFKRLGHEKVMNT-UHFFFAOYSA-N,CCMSLIB00005467696,250.9967964
Lycorine M+H,OC1C=C2CCN3Cc4cc5c(cc4C(C1O)C23)OCO5,XGVJWXAYKUHDOO-UHFFFAOYSA-N,CCMSLIB00005489300,122.9978594
Siomycin_A/Sporangiomycin M+H,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)C(=CC)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(=C)NC(=O)C(C(C)C)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,AKFVOKPQHFBYCA-UHFFFAOYSA-N,CCMSLIB00005716851,100.0012736
Atropine M+H,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-UHFFFAOYSA-N,CCMSLIB00005720151,55.7887545
Cepharanthine M+H,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,YVPXVXANRNDGTA-UHFFFAOYSA-N,CCMSLIB00005720154,43.49863771
Inosine M+H,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,UGQMRVRMYYASKQ-UHFFFAOYSA-N,CCMSLIB00005720163,2800.01044
Laurolitsine M+H,COc1cc2c(cc1O)CC1NCCc3cc(O)c(OC)c-2c31,KYVJVURXKAZJRK-UHFFFAOYSA-N,CCMSLIB00005720164,89.98477765
Lobeline M+H,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,MXYUKLILVYORSK-UHFFFAOYSA-N,CCMSLIB00005720167,6.656456238
Protopine M+H,CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,GPTFURBXHJWNHR-UHFFFAOYSA-N,CCMSLIB00005720176,33.40904413
Sanguinarine M+,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,INVGWHRKADIJHF-UHFFFAOYSA-N,CCMSLIB00005720179,17.56117971
Scopolamine M+H,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,STECJAGHUSJQJN-UHFFFAOYSA-N,CCMSLIB00005720181,132.9666528
Senecionine M+H,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,HKODIGSRFALUTA-UHFFFAOYSA-N,CCMSLIB00005720182,70.65408692
Sparteine M+H,C1CCN2CC3CC(CN4CCCCC34)C2C1,SLRCCWJSBJZJBV-UHFFFAOYSA-N,CCMSLIB00005720183,19.74782786
Tetrahydropalmatine M+H,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,AEQDJSLRWYMAQI-UHFFFAOYSA-N,CCMSLIB00005720184,119.3204975
Tetrandrine M+H,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,WVTKBKWTSCPRNU-UHFFFAOYSA-N,CCMSLIB00005720185,47.42944249
Boldine M+H,COc1cc2c(cc1O)CC1c3c(cc(O)c(OC)c3-2)CCN1C,LZJRNLRASBVRRX-UHFFFAOYSA-N,CCMSLIB00005720190,90.00549818
Orcinol M+H,Cc1cc(O)cc(O)c1,OIPPWFOQEKKFEE-UHFFFAOYSA-N,CCMSLIB00005721071,290.0023359
Putrescine M+H,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,CCMSLIB00005723335,509.9768589
Diacetoxyscirpenol M+NH3,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,AUGQEEXBDZWUJY-UHFFFAOYSA-N,CCMSLIB00005723555,7.761788169
Fusarenon-X M+H,CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,XGCUCFKWVIWWNW-UHFFFAOYSA-N,CCMSLIB00005723558,3.400431771
Nivalenol M+H,CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O,UKOTXHQERFPCBU-UHFFFAOYSA-N,CCMSLIB00005723572,6.299838632
h_38_pregnanediol M-H2O+H,CC(O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,YWYQTGBBEZQBGO-UHFFFAOYSA-N,CCMSLIB00005723954,9.99946961
Chloroquine M+H,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCMSLIB00005723985,21.60135052
